"parts"	"mor"
"動詞"	"云う"
"助詞"	"から"
"記号"	"、"
"名詞"	"君"
"助詞"	"は"
"副詞"	"よっぽど"
"名詞"	"剛"
"名詞"	"情"
"名詞"	"張り"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"答える"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"それから"
"名詞"	"二人"
"助詞"	"の"
"名詞"	"間"
"助詞"	"に"
"連体詞"	"こんな"
"名詞"	"問答"
"助詞"	"が"
"動詞"	"起る"
"助動詞"	"た"
"記号"	"。"
"記号"	"「"
"名詞"	"君"
"助詞"	"は"
"副詞"	"一体"
"名詞"	"どこ"
"助詞"	"の"
"名詞"	"産"
"助動詞"	"だ"
"記号"	"」"
"記号"	"「"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"江戸っ子"
"助動詞"	"だ"
"記号"	"」"
"記号"	"「"
"感動詞"	"うん"
"記号"	"、"
"名詞"	"江戸っ子"
"助詞"	"か"
"記号"	"、"
"副詞"	"道理で"
"名詞"	"負け惜しみ"
"助詞"	"が"
"形容詞"	"強い"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"記号"	"」"
"記号"	"「"
"名詞"	"きみ"
"助詞"	"は"
"名詞"	"どこ"
"助動詞"	"だ"
"記号"	"」"
"記号"	"「"
"名詞"	"僕"
"助詞"	"は"
"名詞"	"会津"
"助動詞"	"だ"
"記号"	"」"
"記号"	"「"
"名詞"	"会津っぽ"
"助詞"	"か"
"記号"	"、"
"名詞"	"強情"
"助動詞"	"だ"
"名詞"	"訳"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"今日"
"助詞"	"の"
"名詞"	"送別"
"名詞"	"会"
"助詞"	"へ"
"動詞"	"行く"
"名詞"	"の"
"助詞"	"かい"
"記号"	"」"
"記号"	"「"
"動詞"	"行く"
"助詞"	"とも"
"記号"	"、"
"名詞"	"君"
"助詞"	"は"
"記号"	"？"
"記号"	"」"
"記号"	"「"
"名詞"	"おれ"
"助詞"	"は"
"副詞"	"無論"
"動詞"	"行く"
"名詞"	"ん"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"古賀"
"名詞"	"さん"
"助詞"	"が"
"動詞"	"立つ"
"名詞"	"時"
"助詞"	"は"
"記号"	"、"
"名詞"	"浜"
"助詞"	"まで"
"名詞"	"見送り"
"助詞"	"に"
"動詞"	"行く"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"思う"
"動詞"	"てる"
"助詞"	"くらい"
"助動詞"	"だ"
"記号"	"」"
"記号"	"「"
"名詞"	"送別会"
"助詞"	"は"
"形容詞"	"面白い"
"助詞"	"ぜ"
"記号"	"、"
"名詞"	"出し手"
"動詞"	"見る"
"名詞"	"たまえ"
"記号"	"。"
"名詞"	"今日"
"助詞"	"は"
"副詞"	"大いに"
"動詞"	"飲む"
"名詞"	"つもり"
"助動詞"	"だ"
"記号"	"」"
"記号"	"「"
"名詞"	"勝手"
"助詞"	"に"
"動詞"	"飲む"
"助詞"	"が"
"形容詞"	"いい"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"肴"
"助詞"	"を"
"動詞"	"食う"
"助動詞"	"た"
"記号"	"、"
"副詞"	"すぐ"
"動詞"	"帰る"
"記号"	"。"
"名詞"	"酒"
"助詞"	"なんか"
"動詞"	"飲む"
"名詞"	"奴"
"助詞"	"は"
"名詞"	"馬鹿"
"助動詞"	"だ"
"記号"	"」"
"記号"	"「"
"名詞"	"君"
"助詞"	"は"
"副詞"	"すぐ"
"名詞"	"喧嘩"
"助詞"	"を"
"動詞"	"吹く"
"動詞"	"懸ける"
"名詞"	"男"
"助動詞"	"だ"
"記号"	"。"
"感動詞"	"なるほど"
"名詞"	"江戸っ子"
"助詞"	"の"
"接頭詞"	"軽"
"名詞"	"跳"
"助動詞"	"だ"
"名詞"	"風"
"助詞"	"を"
"記号"	"、"
"副詞"	"よく"
"記号"	"、"
"動詞"	"あらわす"
"動詞"	"てる"
"記号"	"」"
"記号"	"「"
"名詞"	"何"
"助詞"	"でも"
"動詞"	"いう"
"記号"	"、"
"名詞"	"送別会"
"助詞"	"へ"
"動詞"	"行く"
"名詞"	"前"
"助詞"	"に"
"副詞"	"ちょっと"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"うち"
"助詞"	"へ"
"接頭詞"	"お"
"名詞"	"寄り"
"記号"	"、"
"動詞"	"話す"
"助詞"	"が"
"動詞"	"ある"
"助詞"	"から"
"記号"	"」"
"名詞"	"山嵐"
"助詞"	"は"
"名詞"	"約束"
"名詞"	"通り"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"下宿"
"助詞"	"へ"
"動詞"	"寄る"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"この間"
"助詞"	"から"
"記号"	"、"
"名詞"	"うらなり"
"名詞"	"君"
"助詞"	"の"
"名詞"	"顔"
"助詞"	"を"
"動詞"	"見る"
"名詞"	"度"
"助詞"	"に"
"名詞"	"気の毒"
"助動詞"	"だ"
"形容詞"	"たまらない"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"副詞"	"いよいよ"
"名詞"	"送別"
"助詞"	"の"
"名詞"	"今日"
"助詞"	"と"
"動詞"	"なる"
"助動詞"	"た"
"記号"	"、"
"副詞"	"何だか"
"名詞"	"憐れ"
"形容詞"	"っぽい"
"助詞"	"て"
"記号"	"、"
"動詞"	"出来る"
"名詞"	"事"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"が"
"名詞"	"代り"
"助詞"	"に"
"動詞"	"行く"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"たい"
"名詞"	"様"
"助動詞"	"だ"
"名詞"	"気"
"助詞"	"が"
"動詞"	"する"
"動詞"	"だす"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"それで"
"名詞"	"送別会"
"助詞"	"の"
"名詞"	"席上"
"助詞"	"で"
"記号"	"、"
"副詞"	"大いに"
"名詞"	"演説"
"助詞"	"で"
"助詞"	"も"
"動詞"	"する"
"助詞"	"て"
"連体詞"	"その"
"名詞"	"行"
"助詞"	"を"
"名詞"	"盛"
"助詞"	"に"
"動詞"	"してやる"
"助動詞"	"たい"
"助詞"	"と"
"動詞"	"思う"
"名詞"	"の"
"助動詞"	"だ"
"助詞"	"が"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"べらんめえ"
"名詞"	"調子"
"助詞"	"じゃ"
"記号"	"、"
"副詞"	"到底"
"名詞"	"物"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"ない"
"助詞"	"から"
"記号"	"、"
"連体詞"	"大きな"
"名詞"	"声"
"助詞"	"を"
"動詞"	"出す"
"名詞"	"山嵐"
"助詞"	"を"
"動詞"	"雇う"
"助詞"	"て"
"記号"	"、"
"名詞"	"一番"
"名詞"	"赤シャツ"
"助詞"	"の"
"名詞"	"荒肝"
"助詞"	"を"
"名詞"	"挫"
"動詞"	"いづ"
"名詞"	"野郎"
"助詞"	"と"
"動詞"	"考え付く"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"副詞"	"わざわざ"
"名詞"	"山嵐"
"助詞"	"を"
"動詞"	"呼ぶ"
"助動詞"	"だ"
"名詞"	"の"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"副詞"	"まず"
"名詞"	"冒頭"
"助詞"	"として"
"名詞"	"マドンナ"
"名詞"	"事件"
"助詞"	"から"
"動詞"	"説く"
"動詞"	"出す"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"名詞"	"山嵐"
"助詞"	"は"
"副詞"	"無論"
"名詞"	"マドンナ"
"名詞"	"事件"
"助詞"	"は"
"名詞"	"おれ"
"助詞"	"より"
"形容詞"	"詳しい"
"動詞"	"知る"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"が"
"名詞"	"野芹"
"名詞"	"川"
"助詞"	"の"
"名詞"	"土手"
"助詞"	"の"
"名詞"	"話"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"記号"	"、"
"名詞"	"あれ"
"助詞"	"は"
"名詞"	"馬鹿野郎"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"、"
"名詞"	"山嵐"
"助詞"	"は"
"名詞"	"君"
"助詞"	"は"
"名詞"	"だれ"
"助詞"	"を"
"動詞"	"捕まえる"
"助詞"	"て"
"助詞"	"も"
"名詞"	"馬鹿"
"名詞"	"呼"
"名詞"	"わり"
"助詞"	"を"
"動詞"	"する"
"記号"	"。"
"名詞"	"今日"
"名詞"	"学校"
"助詞"	"で"
"名詞"	"自分"
"助詞"	"の"
"名詞"	"事"
"助詞"	"を"
"名詞"	"馬鹿"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"か"
"記号"	"。"
"名詞"	"自分"
"助詞"	"が"
"名詞"	"馬鹿"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"赤シャツ"
"助詞"	"は"
"名詞"	"馬鹿"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"自分"
"助詞"	"は"
"名詞"	"赤シャツ"
"助詞"	"の"
"名詞"	"同類"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"と"
"名詞"	"主張"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"名詞"	"それ"
"助詞"	"じゃ"
"名詞"	"赤シャツ"
"助詞"	"は"
"名詞"	"腑抜け"
"助詞"	"の"
"名詞"	"呆助"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"、"
"名詞"	"そうかもしれない"
"助詞"	"と"
"名詞"	"山嵐"
"助詞"	"は"
"副詞"	"大いに"
"名詞"	"賛成"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"名詞"	"山嵐"
"助詞"	"は"
"形容詞"	"強い"
"名詞"	"事"
"助詞"	"は"
"形容詞"	"強い"
"助詞"	"が"
"記号"	"、"
"連体詞"	"こんな"
"名詞"	"言葉"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"と"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"より"
"名詞"	"遥か"
"助詞"	"に"
"名詞"	"字"
"助詞"	"を"
"動詞"	"知る"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"会津っぽ"
"助詞"	"なんて"
"名詞"	"もの"
"助詞"	"は"
"名詞"	"みんな"
"記号"	"、"
"連体詞"	"こんな"
"記号"	"、"
"名詞"	"もの"
"助動詞"	"だ"
"名詞"	"ん"
"助動詞"	"だ"
"助動詞"	"う"
"記号"	"。"
"接続詞"	"それから"
"名詞"	"増給"
"名詞"	"事件"
"助詞"	"と"
"名詞"	"将来"
"名詞"	"重苦"
"名詞"	"登用"
"動詞"	"する"
"助詞"	"と"
"名詞"	"赤シャツ"
"助詞"	"が"
"動詞"	"云う"
"助動詞"	"た"
"名詞"	"話"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"山嵐"
"名詞"	"破風"
"名詞"	"ふん"
"助詞"	"と"
"名詞"	"鼻"
"助詞"	"から"
"名詞"	"声"
"助詞"	"を"
"動詞"	"出す"
"助詞"	"て"
"記号"	"、"
"名詞"	"それ"
"助詞"	"じゃ"
"名詞"	"僕"
"助詞"	"を"
"名詞"	"免職"
"動詞"	"する"
"名詞"	"考え"
"助動詞"	"だ"
"助詞"	"な"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"免職"
"動詞"	"する"
"名詞"	"つもり"
"助詞"	"だって"
"記号"	"、"
"名詞"	"君"
"助詞"	"は"
"名詞"	"免職"
"助詞"	"に"
"動詞"	"なる"
"名詞"	"気"
"助詞"	"か"
"助詞"	"と"
"動詞"	"聞く"
"助動詞"	"た"
"記号"	"、"
"名詞"	"誰"
"助詞"	"が"
"動詞"	"なる"
"名詞"	"もの"
"助詞"	"か"
"記号"	"、"
"名詞"	"自分"
"助詞"	"が"
"名詞"	"免職"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"赤シャツ"
"助詞"	"も"
"名詞"	"いっしょ"
"助詞"	"に"
"名詞"	"免職"
"動詞"	"する"
"動詞"	"せる"
"助詞"	"て"
"動詞"	"やる"
"助詞"	"と"
"副詞"	"大いに"
"動詞"	"威張る"
"助動詞"	"た"
"記号"	"。"
"副詞"	"どうして"
"名詞"	"いっしょ"
"助詞"	"に"
"名詞"	"免職"
"動詞"	"する"
"動詞"	"せる"
"名詞"	"気"
"助詞"	"か"
"助詞"	"と"
"動詞"	"押し返す"
"助詞"	"て"
"動詞"	"尋ねる"
"助動詞"	"た"
"記号"	"、"
"名詞"	"そこ"
"助詞"	"は"
"副詞"	"まだ"
"動詞"	"考える"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"答える"
"助動詞"	"た"
"記号"	"。"
"名詞"	"山嵐"
"助詞"	"は"
"形容詞"	"強い"
"名詞"	"そう"
"助動詞"	"だ"
"助詞"	"が"
"記号"	"、"
"名詞"	"智慧"
"助詞"	"は"
"副詞"	"あまり"
"形容詞"	"ない"
"名詞"	"さ"
"名詞"	"そう"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"が"
"名詞"	"増給"
"助詞"	"を"
"動詞"	"断わる"
"助動詞"	"た"
"助詞"	"と"
"動詞"	"話す"
"助動詞"	"た"
"記号"	"、"
"名詞"	"大将"
"形容詞"	"大きい"
"助詞"	"に"
"動詞"	"喜ぶ"
"助詞"	"で"
"副詞"	"さすが"
"名詞"	"江戸っ子"
"助動詞"	"だ"
"記号"	"、"
"形容詞"	"えらい"
"助詞"	"と"
"名詞"	"賞"
"名詞"	"め"
"助詞"	"て"
"動詞"	"くれる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"うらなり"
"助詞"	"が"
"記号"	"、"
"副詞"	"そんなに"
"名詞"	"厭"
"動詞"	"がる"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"だ"
"記号"	"、"
"副詞"	"なぜ"
"名詞"	"留任"
"助詞"	"の"
"名詞"	"運動"
"助詞"	"を"
"動詞"	"してやる"
"助動詞"	"ない"
"助動詞"	"た"
"助詞"	"と"
"動詞"	"聞く"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"た"
"記号"	"、"
"名詞"	"うらなり"
"助詞"	"から"
"名詞"	"話"
"助詞"	"を"
"動詞"	"聞く"
"助動詞"	"た"
"名詞"	"時"
"助詞"	"は"
"記号"	"、"
"副詞"	"既に"
"動詞"	"きまる"
"助詞"	"て"
"動詞"	"しまう"
"助詞"	"て"
"記号"	"、"
"名詞"	"校長"
"助詞"	"へ"
"名詞"	"二"
"名詞"	"度"
"記号"	"、"
"名詞"	"赤シャツ"
"助詞"	"へ"
"副詞"	"一度"
"動詞"	"行く"
"助詞"	"て"
"名詞"	"談判"
"動詞"	"する"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"副詞"	"どう"
"動詞"	"する"
"名詞"	"事"
"助詞"	"も"
"動詞"	"出来る"
"助動詞"	"ない"
"助動詞"	"た"
"助詞"	"と"
"動詞"	"話す"
"助動詞"	"た"
"記号"	"。"
"名詞"	"それ"
"助詞"	"について"
"助詞"	"も"
"名詞"	"古賀"
"助詞"	"が"
"副詞"	"あまり"
"名詞"	"好人物"
"動詞"	"過ぎる"
"助詞"	"から"
"動詞"	"困る"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"から"
"名詞"	"話"
"助詞"	"が"
"動詞"	"ある"
"助動詞"	"た"
"名詞"	"時"
"記号"	"、"
"副詞"	"断然"
"動詞"	"断わる"
"助詞"	"か"
"記号"	"、"
"副詞"	"一応"
"動詞"	"考える"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"ます"
"助詞"	"と"
"動詞"	"逃げる"
"助詞"	"ば"
"形容詞"	"いい"
"助詞"	"のに"
"記号"	"、"
"連体詞"	"あの"
"名詞"	"弁舌"
"助詞"	"に"
"名詞"	"胡"
"名詞"	"魔"
"名詞"	"化"
"動詞"	"する"
"動詞"	"れる"
"助詞"	"て"
"記号"	"、"
"名詞"	"即席"
"助詞"	"に"
"名詞"	"許諾"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"もの"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"あと"
"助詞"	"から"
"名詞"	"お母さん"
"助詞"	"が"
"動詞"	"泣きつく"
"助詞"	"て"
"助詞"	"も"
"記号"	"、"
"名詞"	"自分"
"助詞"	"が"
"名詞"	"談判"
"助詞"	"に"
"動詞"	"行く"
"助詞"	"て"
"助詞"	"も"
"動詞"	"役に立つ"
"助動詞"	"ない"
"助動詞"	"た"
"助詞"	"と"
"名詞"	"非常"
"助詞"	"に"
"名詞"	"残念"
"動詞"	"がる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"今度"
"助詞"	"の"
"名詞"	"事件"
"助詞"	"は"
"副詞"	"全く"
"名詞"	"赤シャツ"
"助詞"	"が"
"記号"	"、"
"名詞"	"うらなり"
"助詞"	"を"
"動詞"	"遠ざける"
"助詞"	"て"
"記号"	"、"
"名詞"	"マドンナ"
"助詞"	"を"
"名詞"	"手"
"助詞"	"に"
"動詞"	"入れる"
"名詞"	"策略"
"名詞"	"なんだろう"
"助詞"	"と"
"名詞"	"おれ"
"助詞"	"が"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"、"
"副詞"	"無論"
"名詞"	"僧尼"
"名詞"	"違い"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"あいつ"
"助詞"	"は"
"形容詞"	"大人しい"
"名詞"	"顔"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"記号"	"、"
"名詞"	"悪事"
"助詞"	"を"
"動詞"	"働く"
"助詞"	"て"
"記号"	"、"
"名詞"	"人"
"助詞"	"が"
"名詞"	"何"
"助詞"	"か"
"動詞"	"云う"
"助詞"	"と"
"記号"	"、"
"副詞"	"ちゃんと"
"名詞"	"逃道"
"助詞"	"を"
"動詞"	"拵える"
"助詞"	"て"
"動詞"	"待つ"
"動詞"	"てる"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"副詞"	"よっぽど"
"名詞"	"奸物"
"助動詞"	"だ"
"記号"	"。"
"連体詞"	"あんな"
"名詞"	"奴"
"助詞"	"に"
"動詞"	"かかる"
"助詞"	"て"
"助詞"	"は"
"名詞"	"鉄拳制裁"
"助動詞"	"だ"
"助動詞"	"ない"
"助詞"	"ちゃ"
"動詞"	"利く"
"助動詞"	"ない"
"助詞"	"と"
"記号"	"、"
"名詞"	"瘤"
"名詞"	"だらけ"
"助詞"	"の"
"名詞"	"腕"
"助詞"	"を"
"動詞"	"まくる"
"助詞"	"て"
"動詞"	"みせる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"ついで"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"君"
"助詞"	"の"
"名詞"	"腕"
"助詞"	"は"
"形容詞"	"強い"
"名詞"	"そう"
"助動詞"	"だ"
"助詞"	"な"
"名詞"	"柔術"
"助詞"	"で"
"助詞"	"も"
"動詞"	"やる"
"助詞"	"か"
"助詞"	"と"
"動詞"	"聞く"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"すると"
"名詞"	"大将"
"名詞"	"二"
"助詞"	"の"
"名詞"	"腕"
"助詞"	"へ"
"名詞"	"力瘤"
"助詞"	"を"
"動詞"	"入れる"
"助詞"	"て"
"記号"	"、"
"副詞"	"ちょっと"
"動詞"	"攫む"
"助詞"	"で"
"動詞"	"みる"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"から"
"記号"	"、"
"名詞"	"指"
