"parts"	"mor"
"記号"	"。"
"名詞"	"一体"
"名詞"	"疳"
"名詞"	"性"
"助動詞"	"だ"
"助詞"	"から"
"名詞"	"夜具"
"名詞"	"蒲団"
"助詞"	"など"
"助詞"	"は"
"名詞"	"自分"
"助詞"	"の"
"名詞"	"もの"
"助詞"	"へ"
"名詞"	"楽"
"助詞"	"に"
"動詞"	"寝る"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"寝る"
"助動詞"	"た"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"心持ち"
"助詞"	"が"
"動詞"	"する"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"小供"
"助詞"	"の"
"名詞"	"時"
"助詞"	"から"
"記号"	"、"
"名詞"	"友達"
"助詞"	"の"
"名詞"	"うち"
"助詞"	"へ"
"動詞"	"泊る"
"助動詞"	"た"
"名詞"	"事"
"助詞"	"は"
"副詞"	"ほとんど"
"形容詞"	"ない"
"助詞"	"くらい"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"友達"
"助詞"	"の"
"名詞"	"うち"
"助詞"	"で"
"助詞"	"さえ"
"名詞"	"厭"
"助動詞"	"だ"
"名詞"	"学校"
"助詞"	"の"
"名詞"	"宿直"
"助詞"	"は"
"副詞"	"なおさら"
"名詞"	"厭"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"厭"
"助動詞"	"だ"
"助詞"	"けれども"
"記号"	"、"
"名詞"	"これ"
"助詞"	"が"
"名詞"	"四"
"名詞"	"十"
"名詞"	"円"
"助詞"	"の"
"名詞"	"うち"
"助詞"	"へ"
"動詞"	"籠る"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"だ"
"名詞"	"仕方がない"
"記号"	"。"
"名詞"	"我慢"
"動詞"	"する"
"助詞"	"て"
"動詞"	"勤める"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"う"
"記号"	"。"
"名詞"	"教師"
"助詞"	"も"
"名詞"	"生徒"
"助詞"	"も"
"動詞"	"帰る"
"助詞"	"て"
"動詞"	"しまう"
"助動詞"	"た"
"名詞"	"あと"
"助詞"	"で"
"記号"	"、"
"名詞"	"一人"
"副詞"	"ぽかん"
"助詞"	"と"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"の"
"助詞"	"は"
"名詞"	"随分"
"名詞"	"間"
"助詞"	"が"
"動詞"	"抜ける"
"助動詞"	"た"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"宿直"
"名詞"	"部屋"
"助詞"	"は"
"名詞"	"教場"
"助詞"	"の"
"名詞"	"裏手"
"助詞"	"に"
"動詞"	"ある"
"名詞"	"寄宿舎"
"助詞"	"の"
"名詞"	"西"
"名詞"	"はずれ"
"助詞"	"の"
"名詞"	"一室"
"助動詞"	"だ"
"記号"	"。"
"副詞"	"ちょっと"
"動詞"	"はいる"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"名詞"	"西日"
"助詞"	"を"
"名詞"	"まとも"
"助詞"	"に"
"動詞"	"受ける"
"助詞"	"て"
"記号"	"、"
"形容詞"	"苦しい"
"助詞"	"て"
"名詞"	"居"
"動詞"	"たたむ"
"動詞"	"れる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"田舎"
"助詞"	"だけ"
"動詞"	"ある"
"助詞"	"て"
"名詞"	"秋"
"助詞"	"が"
"動詞"	"くる"
"助詞"	"て"
"助詞"	"も"
"記号"	"、"
"名詞"	"気長"
"助詞"	"に"
"形容詞"	"暑い"
"名詞"	"もん"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"生徒"
"助詞"	"の"
"名詞"	"賄"
"助詞"	"を"
"動詞"	"取る"
"動詞"	"よせる"
"助詞"	"て"
"名詞"	"晩飯"
"助詞"	"を"
"動詞"	"済ます"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"形容詞"	"まずい"
"助詞"	"に"
"助詞"	"は"
"動詞"	"恐れ入る"
"助動詞"	"た"
"記号"	"。"
"副詞"	"よく"
"連体詞"	"あんな"
"名詞"	"もの"
"助詞"	"を"
"動詞"	"食う"
"助詞"	"て"
"記号"	"、"
"名詞"	"あれだけ"
"助詞"	"に"
"動詞"	"暴れる"
"動詞"	"られる"
"助動詞"	"た"
"名詞"	"もん"
"助動詞"	"だ"
"記号"	"。"
"接続詞"	"それで"
"名詞"	"晩飯"
"助詞"	"を"
"動詞"	"急ぐ"
"助詞"	"で"
"名詞"	"四"
"名詞"	"時半"
"助詞"	"に"
"動詞"	"片付ける"
"助詞"	"て"
"動詞"	"しまう"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"から"
"名詞"	"豪傑"
"助詞"	"に"
"名詞"	"違い"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"飯"
"助詞"	"は"
"動詞"	"食う"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"副詞"	"まだ"
"名詞"	"日"
"助詞"	"が"
"動詞"	"暮れる"
"助動詞"	"ない"
"助詞"	"から"
"動詞"	"寝る"
"名詞"	"訳"
"助詞"	"に"
"動詞"	"行く"
"助動詞"	"ない"
"記号"	"。"
"副詞"	"ちょっと"
"名詞"	"温泉"
"助詞"	"に"
"動詞"	"行く"
"助動詞"	"たい"
"動詞"	"なる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"宿直"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"記号"	"、"
"名詞"	"外"
"助詞"	"へ"
"動詞"	"出る"
"名詞"	"の"
"助詞"	"は"
"形容詞"	"いい"
"名詞"	"事"
"助動詞"	"だ"
"助詞"	"か"
"記号"	"、"
"接頭詞"	"悪"
"名詞"	"るい"
"名詞"	"事"
"助動詞"	"だ"
"助詞"	"かしら"
"形容詞"	"ない"
"助詞"	"が"
"記号"	"、"
"副詞"	"こう"
"動詞"	"つくねる"
"助詞"	"として"
"接頭詞"	"重"
"名詞"	"禁錮"
"名詞"	"同様"
"助動詞"	"だ"
"名詞"	"憂き目"
"助詞"	"に"
"動詞"	"逢う"
"名詞"	"の"
"助詞"	"は"
"名詞"	"我慢"
"助詞"	"の"
"動詞"	"出来る"
"名詞"	"もんじゃ"
"形容詞"	"ない"
"記号"	"。"
"副詞"	"始めて"
"名詞"	"学校"
"助詞"	"へ"
"動詞"	"来る"
"助動詞"	"た"
"名詞"	"時"
"名詞"	"当直"
"助詞"	"の"
"名詞"	"人"
"助詞"	"は"
"助詞"	"と"
"動詞"	"聞く"
"助動詞"	"た"
"記号"	"、"
"副詞"	"ちょっと"
"名詞"	"用達"
"助詞"	"に"
"動詞"	"出る"
"助動詞"	"た"
"助詞"	"と"
"名詞"	"小使"
"助詞"	"が"
"動詞"	"答える"
"助動詞"	"た"
"名詞"	"の"
"助詞"	"を"
"名詞"	"妙"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"名詞"	"自分"
"助詞"	"に"
"名詞"	"番"
"助詞"	"が"
"動詞"	"廻る"
"助詞"	"て"
"動詞"	"みる"
"助詞"	"と"
"動詞"	"思い当る"
"記号"	"。"
"動詞"	"出る"
"名詞"	"方"
"助詞"	"が"
"形容詞"	"正しい"
"名詞"	"の"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"小使"
"助詞"	"に"
"副詞"	"ちょっと"
"動詞"	"出る"
"助詞"	"て"
"動詞"	"くる"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"、"
"名詞"	"何"
"助詞"	"か"
"名詞"	"ご用"
"助動詞"	"です"
"助詞"	"か"
"助詞"	"と"
"動詞"	"聞く"
"助詞"	"から"
"記号"	"、"
"名詞"	"用"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"、"
"名詞"	"温泉"
"助詞"	"へ"
"動詞"	"はいる"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"答える"
"助詞"	"て"
"記号"	"、"
"副詞"	"さっさと"
"動詞"	"出掛ける"
"助動詞"	"た"
"記号"	"。"
"名詞"	"赤"
"名詞"	"手拭"
"助詞"	"は"
"名詞"	"宿"
"助詞"	"へ"
"動詞"	"忘れる"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"名詞"	"の"
"助詞"	"が"
"名詞"	"残念"
"助動詞"	"だ"
"助詞"	"が"
"名詞"	"今日"
"助詞"	"は"
"名詞"	"先方"
"助詞"	"で"
"動詞"	"借りる"
"助詞"	"と"
"動詞"	"する"
"助動詞"	"う"
"記号"	"。"
"接続詞"	"それから"
"副詞"	"かなり"
"副詞"	"ゆるり"
"助詞"	"と"
"記号"	"、"
"動詞"	"出る"
"助詞"	"たり"
"助詞"	"は"
"動詞"	"いう"
"助詞"	"たり"
"動詞"	"する"
"助詞"	"て"
"記号"	"、"
"名詞"	"要約"
"名詞"	"日"
"名詞"	"暮方"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"名詞"	"汽車"
"助詞"	"へ"
"動詞"	"乗る"
"助詞"	"て"
"名詞"	"古町"
"助詞"	"の"
"名詞"	"停車場"
"助詞"	"まで"
"動詞"	"来る"
"助詞"	"て"
"動詞"	"下りる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"学校"
"助詞"	"まで"
"助詞"	"は"
"副詞"	"これから"
"名詞"	"四丁"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"訳"
"助詞"	"は"
"形容詞"	"ない"
"助詞"	"と"
"動詞"	"あるく"
"動詞"	"出す"
"助詞"	"と"
"記号"	"、"
"名詞"	"向う"
"助詞"	"から"
"名詞"	"狸"
"助詞"	"が"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"名詞"	"狸"
"助詞"	"は"
"副詞"	"これから"
"連体詞"	"この"
"名詞"	"汽車"
"助詞"	"で"
"名詞"	"温泉へ行こう"
"助詞"	"と"
"動詞"	"云う"
"名詞"	"計画"
"名詞"	"なんだろう"
"記号"	"。"
"副詞"	"すたすた"
"名詞"	"急ぎ足"
"助詞"	"に"
"動詞"	"やってくる"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"動詞"	"擦れ違う"
"助動詞"	"た"
"名詞"	"時"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"顔"
"助詞"	"を"
"動詞"	"見る"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"副詞"	"ちょっと"
"名詞"	"挨拶"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"すると"
"名詞"	"狸"
"助詞"	"は"
"名詞"	"あなた"
"助詞"	"は"
"名詞"	"今日"
"助詞"	"は"
"名詞"	"宿直"
"助詞"	"で"
"助詞"	"は"
"形容詞"	"ない"
"助動詞"	"た"
"助動詞"	"です"
"助詞"	"か"
"助詞"	"ね"
"フィラー"	"えと"
"動詞"	"真面目くさる"
"助詞"	"て"
"動詞"	"聞く"
"助動詞"	"た"
"記号"	"。"
"形容詞"	"ない"
"助動詞"	"た"
"助動詞"	"です"
"助詞"	"か"
"助詞"	"ねえ"
"助詞"	"も"
"形容詞"	"ない"
"名詞"	"もん"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"二"
"名詞"	"時間"
"名詞"	"前"
"名詞"	"おれ"
"助詞"	"に"
"動詞"	"向う"
"助詞"	"て"
"名詞"	"今夜"
"助詞"	"は"
"動詞"	"始める"
"助詞"	"て"
"助詞"	"の"
"名詞"	"宿直"
"助動詞"	"です"
"助詞"	"ね"
"記号"	"。"
"感動詞"	"ご苦労さま"
"記号"	"。"
"助詞"	"と"
"名詞"	"礼"
"助詞"	"を"
"動詞"	"云う"
"助動詞"	"た"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"か"
"記号"	"。"
"名詞"	"校長"
"助詞"	"なんか"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"と"
"副詞"	"いやに"
"動詞"	"曲りくねる"
"助動詞"	"た"
"名詞"	"言葉"
"助詞"	"を"
"動詞"	"使う"
"名詞"	"もん"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"腹"
"助詞"	"が"
"動詞"	"立つ"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"感動詞"	"ええ"
"名詞"	"宿直"
"助動詞"	"です"
"記号"	"。"
"名詞"	"宿直"
"助動詞"	"です"
"助詞"	"から"
"記号"	"、"
"副詞"	"これから"
"動詞"	"帰る"
"助詞"	"て"
"動詞"	"泊る"
"名詞"	"事"
"助詞"	"は"
"副詞"	"たしかに"
"動詞"	"泊る"
"助動詞"	"ます"
"助詞"	"と"
"動詞"	"云う"
"動詞"	"捨てる"
"助詞"	"て"
"動詞"	"済ます"
"助詞"	"て"
"動詞"	"あるく"
"動詞"	"出す"
"助動詞"	"た"
"記号"	"。"
"名詞"	"竪町"
"助詞"	"の"
"名詞"	"四つ角"
"助詞"	"まで"
"動詞"	"くる"
"助詞"	"と"
"名詞"	"今度"
"助詞"	"は"
"名詞"	"山嵐"
"助詞"	"に"
"動詞"	"出る"
"動詞"	"く"
"動詞"	"喰う"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"副詞"	"どうも"
"形容詞"	"狭い"
"名詞"	"所"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"出し手"
"動詞"	"ある"
"助動詞"	"き"
"助詞"	"さえ"
"動詞"	"する"
"助詞"	"ば"
"副詞"	"必ず"
"名詞"	"誰か"
"助詞"	"に"
"動詞"	"逢う"
"記号"	"。"
"記号"	"「"
"名詞"	"おい"
"名詞"	"君"
"助詞"	"は"
"名詞"	"宿直"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"か"
"記号"	"」"
"助詞"	"と"
"動詞"	"聞く"
"助詞"	"から"
"記号"	"「"
"感動詞"	"うん"
"記号"	"、"
"名詞"	"宿直"
"助動詞"	"だ"
"記号"	"」"
"助詞"	"と"
"動詞"	"答える"
"助動詞"	"た"
"記号"	"、"
"記号"	"「"
"名詞"	"宿直"
"助詞"	"が"
"接頭詞"	"無"
"副詞"	"暗に"
"名詞"	"出し手"
"動詞"	"ある"
"名詞"	"苦難"
"助詞"	"て"
"記号"	"、"
"名詞"	"不都合"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"か"
"記号"	"」"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"記号"	"「"
"副詞"	"ちっとも"
"名詞"	"不都合"
"助動詞"	"だ"
"名詞"	"もん"
"助詞"	"か"
"記号"	"、"
"名詞"	"出し手"
"名詞"	"あるかな"
"名詞"	"医方"
"助詞"	"が"
"名詞"	"不都合"
"助動詞"	"だ"
"記号"	"」"
"助詞"	"と"
"動詞"	"威張る"
"助詞"	"て"
"動詞"	"みせる"
"助動詞"	"た"
"記号"	"。"
"記号"	"「"
"名詞"	"君"
"助詞"	"の"
"名詞"	"ずぼら"
"助詞"	"に"
"助詞"	"も"
"動詞"	"困る"
"助詞"	"な"
"記号"	"、"
"名詞"	"校長"
"助詞"	"か"
"名詞"	"教頭"
"助詞"	"に"
"動詞"	"出逢う"
"助詞"	"と"
"名詞"	"面倒"
"助動詞"	"だ"
"助詞"	"ぜ"
"記号"	"」"
"助詞"	"と"
"名詞"	"山嵐"
"助詞"	"に"
"動詞"	"似合う"
"助動詞"	"ない"
"名詞"	"事"
"助詞"	"を"
"動詞"	"云う"
"助詞"	"から"
"記号"	"「"
"名詞"	"校長"
"助詞"	"に"
"助詞"	"は"
"副詞"	"たった今"
"動詞"	"逢う"
"助動詞"	"た"
"記号"	"。"
"形容詞"	"暑い"
"名詞"	"時"
"助詞"	"に"
"助詞"	"は"
"名詞"	"散歩"
"助詞"	"で"
"助詞"	"も"
"動詞"	"する"
"助動詞"	"ない"
"助詞"	"と"
"名詞"	"宿直"
"助詞"	"も"
"名詞"	"骨"
"助動詞"	"です"
"助動詞"	"う"
"助詞"	"と"
"名詞"	"校長"
"助詞"	"が"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"散歩"
"助詞"	"を"
"動詞"	"ほめる"
"助動詞"	"た"
"助詞"	"よ"
"記号"	"」"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"て"
"記号"	"、"
"形容詞"	"面倒臭い"
"助詞"	"から"
"記号"	"、"
"副詞"	"さっさと"
"名詞"	"学校"
"助詞"	"へ"
"動詞"	"帰る"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"それから"
"名詞"	"日"
"助詞"	"は"
"副詞"	"すぐ"
"動詞"	"くれる"
"記号"	"。"
"動詞"	"くれる"
"助詞"	"て"
"助詞"	"から"
"名詞"	"二"
"名詞"	"時間"
"助詞"	"ばかり"
"助詞"	"は"
"名詞"	"小使"
"助詞"	"を"
"名詞"	"宿直"
"名詞"	"部屋"
"助詞"	"へ"
"動詞"	"呼ぶ"
"助詞"	"で"
"名詞"	"話"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"名詞"	"それ"
"助詞"	"も"
"動詞"	"飽きる"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"動詞"	"寝る"
"動詞"	"られる"
"助動詞"	"ない"
"助詞"	"まで"
"助詞"	"も"
"名詞"	"床"
"助詞"	"へ"
"名詞"	"肺癆"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"記号"	"、"
"名詞"	"寝巻"
"助詞"	"に"
"動詞"	"着る"
"動詞"	"換える"
"助詞"	"て"
"記号"	"、"
"名詞"	"蚊帳"
"助詞"	"を"
"動詞"	"捲く"
"助詞"	"って"
"記号"	"、"
"形容詞"	"赤い"
"名詞"	"毛布"
"助詞"	"を"
"動詞"	"跳ねのける"
"助詞"	"て"
"記号"	"、"
"副詞"	"とんと"
"名詞"	"尻"
"名詞"	"持"
"助詞"	"を"
"動詞"	"突く"
"助詞"	"て"
"記号"	"、"
"名詞"	"仰向け"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"が"
"動詞"	"寝る"
"名詞"	"とき"
"助詞"	"に"
"副詞"	"とんと"
"名詞"	"尻"
"名詞"	"持"
"助詞"	"を"
"動詞"	"つく"
"名詞"	"の"
"助詞"	"は"
"名詞"	"小供"
"助詞"	"の"
"名詞"	"時"
"助詞"	"から"
"助詞"	"の"
"名詞"	"癖"
"助動詞"	"だ"
"記号"	"。"
"形容詞"	"わるい"
"名詞"	"癖"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"て"
"名詞"	"小川町"
"助詞"	"の"
"名詞"	"下宿"
"助詞"	"に"
"動詞"	"居る"
"助動詞"	"た"
"名詞"	"時分"
"記号"	"、"
"名詞"	"二階"
"名詞"	"下"
"助詞"	"に"
"動詞"	"居る"
"助動詞"	"た"
"名詞"	"法律"
"名詞"	"学校"
"助詞"	"の"
"名詞"	"書生"
"助詞"	"が"
"名詞"	"苦情"
"助詞"	"を"
"動詞"	"持ち込む"
"助動詞"	"だ"
"名詞"	"事"
"助詞"	"が"
"動詞"	"ある"
"記号"	"。"
"名詞"	"法律"
"助詞"	"の"
"名詞"	"書生"
"助詞"	"なんて"
"名詞"	"もの"
"助詞"	"は"
"形容詞"	"弱い"
"名詞"	"癖"
"助詞"	"に"
"記号"	"、"
"名詞"	"や"
"助詞"	"に"
"名詞"	"口"
"助詞"	"が"
"名詞"	"達者"
"助動詞"	"だ"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"愚"
"助動詞"	"だ"
"名詞"	"事"
"助詞"	"を"
"形容詞"	"長たらしい"
"動詞"	"述べる"
"動詞"	"立てる"
"助詞"	"から"
"記号"	"、"
"動詞"	"寝る"
"名詞"	"時"
"助詞"	"に"
"副詞"	"どんどん"
"名詞"	"音"
"助詞"	"が"
"動詞"	"する"
"名詞"	"の"
"助詞"	"は"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"尻"
"助詞"	"が"
"形容詞"	"わるい"
"名詞"	"の"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"下宿"
"助詞"	"の"
"名詞"	"建築"
"助詞"	"が"
"名詞"	"粗末"
"助動詞"	"だ"
"名詞"	"ん"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"掛け"
"動詞"	"合う"
"助動詞"	"だ"
"名詞"	"下宿"
"助詞"	"へ"
"名詞"	"掛け合い"
"フィラー"	"えと"
"動詞"	"凹ます"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"この"
"名詞"	"宿直"
"名詞"	"部屋"
"助詞"	"は"
"名詞"	"二階"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"から"
"記号"	"、"
"副詞"	"いくら"
"記号"	"、"
"副詞"	"どしん"
"助詞"	"と"
"動詞"	"倒れる"
"助詞"	"て"
"助詞"	"も"
"動詞"	"構う"
"助動詞"	"ない"
"記号"	"。"
"副詞"	"なるべく"
"名詞"	"勢"
"形容詞"	"よい"
"動詞"	"倒れる"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"寝る"
"助動詞"	"た"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"心持ち"
"助詞"	"が"
"動詞"	"する"
"助動詞"	"ない"
"記号"	"。"
"感動詞"	"ああ"
"名詞"	"愉快"
"助動詞"	"だ"
"助詞"	"と"
"名詞"	"足"
"助詞"	"を"
"副詞"	"うんと"
"動詞"	"延ばす"
"助詞"	"と"
"記号"	"、"
"副詞"	"何だか"
"名詞"	"両足"
"助詞"	"へ"
"動詞"	"飛び付く"
"助動詞"	"た"
"記号"	"。"
"副詞"	"ざらざら"
"動詞"	"する"
"助詞"	"て"
"名詞"	"蚤"
"助詞"	"の"
"名詞"	"よう"
"助動詞"	"だ"
"助詞"	"も"
"形容詞"	"ない"
"助詞"	"から"
"名詞"	"こいつ"
"名詞"	"あと"
"名詞"	"驚"
"名詞"	"ろ"
"動詞"	"いる"
"助詞"	"て"
"記号"	"、"
"名詞"	"足"
"助詞"	"を"
"名詞"	"二"
"名詞"	"三"
"名詞"	"度"
"名詞"	"毛布"
"助詞"	"の"
"名詞"	"中"
