"parts"	"mor"
"助詞"	"のに"
"名詞"	"鬨の声"
"助詞"	"を"
"動詞"	"揚げる"
"助詞"	"たり"
"記号"	"、"
"副詞"	"まるで"
"名詞"	"浪人"
"助詞"	"が"
"名詞"	"町内"
"助詞"	"を"
"動詞"	"ねりあるく"
"動詞"	"てる"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"軍歌"
"助詞"	"も"
"名詞"	"鬨の声"
"助詞"	"も"
"動詞"	"揚げる"
"助動詞"	"ない"
"名詞"	"時"
"助詞"	"は"
"副詞"	"がやがや"
"名詞"	"何"
"助詞"	"か"
"名詞"	"喋"
"名詞"	"舌"
"動詞"	"く"
"動詞"	"てる"
"記号"	"。"
"名詞"	"喋"
"名詞"	"舌"
"名詞"	"ら"
"助動詞"	"ない"
"助詞"	"で"
"助詞"	"も"
"動詞"	"歩ける"
"名詞"	"そう"
"助動詞"	"だ"
"名詞"	"もん"
"助動詞"	"だ"
"助詞"	"が"
"記号"	"、"
"名詞"	"日本人"
"助詞"	"は"
"名詞"	"みな"
"名詞"	"口"
"助詞"	"から"
"名詞"	"先"
"助詞"	"へ"
"動詞"	"生れる"
"名詞"	"の"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"副詞"	"いくら"
"名詞"	"小言"
"助詞"	"を"
"動詞"	"云う"
"助詞"	"たって"
"動詞"	"聞く"
"動詞"	"く"
"動詞"	"くる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"喋"
"名詞"	"舌"
"助動詞"	"る"
"名詞"	"の"
"助詞"	"も"
"接続詞"	"ただ"
"名詞"	"喋"
"名詞"	"舌"
"助動詞"	"る"
"名詞"	"の"
"助動詞"	"だ"
"助詞"	"は"
"形容詞"	"ない"
"記号"	"、"
"名詞"	"教師"
"助詞"	"の"
"名詞"	"わる"
"名詞"	"口"
"助詞"	"を"
"名詞"	"喋"
"名詞"	"舌"
"名詞"	"るん"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"下等"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"宿直"
"名詞"	"事件"
"助詞"	"で"
"名詞"	"生徒"
"助詞"	"を"
"名詞"	"謝罪"
"名詞"	"指し手"
"記号"	"、"
"副詞"	"まあ"
"名詞"	"これ"
"助動詞"	"だ"
"形容詞"	"よい"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"ところが"
"副詞"	"実際"
"助詞"	"は"
"接頭詞"	"大"
"名詞"	"違い"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"下宿"
"助詞"	"の"
"名詞"	"婆さん"
"助詞"	"の"
"名詞"	"言葉"
"助詞"	"を"
"名詞"	"借り手"
"動詞"	"云う"
"助詞"	"ば"
"記号"	"、"
"副詞"	"正に"
"名詞"	"大"
"名詞"	"違い"
"助詞"	"の"
"名詞"	"勘"
"名詞"	"五"
"名詞"	"郎"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"生徒"
"助詞"	"が"
"動詞"	"あやまる"
"助動詞"	"た"
"名詞"	"の"
"助詞"	"は"
"副詞"	"心から"
"名詞"	"後悔"
"動詞"	"する"
"助詞"	"て"
"動詞"	"あやまる"
"助動詞"	"た"
"名詞"	"の"
"助動詞"	"だ"
"助詞"	"は"
"助動詞"	"ない"
"記号"	"。"
"接続詞"	"ただ"
"名詞"	"校長"
"助詞"	"から"
"記号"	"、"
"名詞"	"命令"
"動詞"	"する"
"動詞"	"れる"
"助詞"	"て"
"記号"	"、"
"名詞"	"形式的"
"助詞"	"に"
"名詞"	"頭"
"助詞"	"を"
"動詞"	"下げる"
"助動詞"	"た"
"名詞"	"の"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"商人"
"助詞"	"が"
"名詞"	"頭"
"助詞"	"ばかり"
"動詞"	"下げる"
"助詞"	"て"
"記号"	"、"
"形容詞"	"狡い"
"名詞"	"事"
"助詞"	"を"
"動詞"	"やめる"
"助動詞"	"ない"
"名詞"	"の"
"助詞"	"と"
"名詞"	"一般"
"助詞"	"で"
"名詞"	"生徒"
"助詞"	"も"
"名詞"	"謝罪"
"助詞"	"だけ"
"助詞"	"は"
"動詞"	"する"
"助詞"	"が"
"記号"	"、"
"名詞"	"いたずら"
"助詞"	"は"
"副詞"	"決して"
"動詞"	"やめる"
"名詞"	"もの"
"助動詞"	"だ"
"助動詞"	"ない"
"記号"	"。"
"副詞"	"よく"
"動詞"	"考える"
"助詞"	"て"
"動詞"	"みる"
"助詞"	"と"
"名詞"	"世の中"
"助詞"	"は"
"名詞"	"みんな"
"連体詞"	"この"
"名詞"	"生徒"
"助詞"	"の"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"もの"
"助詞"	"から"
"名詞"	"成立"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"助詞"	"かも"
"動詞"	"知れる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"人"
"助詞"	"が"
"動詞"	"あやまる"
"助詞"	"たり"
"動詞"	"詫びる"
"助詞"	"たり"
"動詞"	"する"
"名詞"	"の"
"助詞"	"を"
"記号"	"、"
"名詞"	"真面目"
"助詞"	"に"
"名詞"	"受け手"
"名詞"	"勘弁"
"動詞"	"する"
"名詞"	"の"
"助詞"	"は"
"名詞"	"正直"
"動詞"	"過ぎる"
"名詞"	"馬鹿"
"助詞"	"と"
"動詞"	"云う"
"名詞"	"ん"
"助動詞"	"だ"
"助動詞"	"う"
"記号"	"。"
"動詞"	"あやまる"
"名詞"	"の"
"助詞"	"も"
"名詞"	"仮り"
"助詞"	"に"
"動詞"	"あやまる"
"助詞"	"ので"
"記号"	"、"
"名詞"	"勘弁"
"動詞"	"する"
"名詞"	"の"
"助詞"	"も"
"名詞"	"仮り"
"助詞"	"に"
"名詞"	"勘弁"
"動詞"	"する"
"名詞"	"の"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"思う"
"動詞"	"てる"
"助詞"	"ば"
"動詞"	"差し支える"
"助動詞"	"ない"
"記号"	"。"
"副詞"	"もし"
"副詞"	"本当に"
"動詞"	"あやまる"
"動詞"	"せる"
"名詞"	"気"
"助動詞"	"だ"
"記号"	"、"
"副詞"	"本当に"
"名詞"	"後悔"
"動詞"	"する"
"助詞"	"まで"
"動詞"	"叩きつける"
"助動詞"	"ない"
"助詞"	"て"
"助詞"	"は"
"動詞"	"いける"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"が"
"名詞"	"組"
"助詞"	"と"
"名詞"	"組"
"助詞"	"の"
"名詞"	"間"
"助詞"	"に"
"助詞"	"は"
"動詞"	"いう"
"助詞"	"て"
"動詞"	"行く"
"助詞"	"と"
"記号"	"、"
"名詞"	"天麩羅"
"助詞"	"だの"
"記号"	"、"
"名詞"	"団子"
"助詞"	"だの"
"記号"	"、"
"助詞"	"と"
"動詞"	"云う"
"名詞"	"声"
"助詞"	"が"
"副詞"	"絶えず"
"動詞"	"する"
"記号"	"。"
"接続詞"	"しかも"
"名詞"	"大勢"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"誰"
"助詞"	"が"
"動詞"	"云う"
"名詞"	"の"
"助動詞"	"だ"
"助詞"	"か"
"動詞"	"分る"
"助動詞"	"ない"
"記号"	"。"
"副詞"	"よし"
"動詞"	"分つ"
"助詞"	"て"
"助詞"	"も"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"事"
"助詞"	"を"
"名詞"	"天麩羅"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"名詞"	"ん"
"助詞"	"じゃ"
"名詞"	"有馬線"
"記号"	"、"
"名詞"	"団子"
"助詞"	"と"
"動詞"	"申す"
"助動詞"	"た"
"名詞"	"の"
"助詞"	"じゃ"
"名詞"	"有馬線"
"記号"	"、"
"名詞"	"それ"
"助詞"	"は"
"名詞"	"先生"
"助詞"	"が"
"名詞"	"神経衰弱"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"動詞"	"ひがむ"
"助詞"	"で"
"記号"	"、"
"副詞"	"そう"
"動詞"	"聞く"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"ぐらい"
"動詞"	"云う"
"助詞"	"に"
"動詞"	"極まる"
"動詞"	"てる"
"記号"	"。"
"連体詞"	"こんな"
"名詞"	"卑劣"
"助動詞"	"だ"
"名詞"	"根性"
"助詞"	"は"
"名詞"	"封建時代"
"助詞"	"から"
"記号"	"、"
"名詞"	"養成"
"動詞"	"する"
"助動詞"	"た"
"連体詞"	"この"
"名詞"	"土地"
"助詞"	"の"
"名詞"	"習慣"
"助動詞"	"だ"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"副詞"	"いくら"
"動詞"	"云う"
"助詞"	"て"
"動詞"	"聞かす"
"助動詞"	"た"
"助詞"	"って"
"記号"	"、"
"動詞"	"教える"
"助詞"	"て"
"動詞"	"やる"
"助詞"	"たって"
"記号"	"、"
"副詞"	"到底"
"動詞"	"直る"
"動詞"	"く"
"動詞"	"くる"
"助動詞"	"ない"
"記号"	"。"
"連体詞"	"こんな"
"名詞"	"土地"
"助詞"	"に"
"名詞"	"一年"
"助詞"	"も"
"動詞"	"居る"
"助詞"	"と"
"記号"	"、"
"名詞"	"潔白"
"助動詞"	"だ"
"名詞"	"おれ"
"助詞"	"も"
"記号"	"、"
"連体詞"	"この"
"名詞"	"真似"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"ない"
"助詞"	"ば"
"動詞"	"なる"
"助動詞"	"ない"
"記号"	"、"
"動詞"	"なる"
"助詞"	"かも"
"動詞"	"知れる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"向う"
"助詞"	"で"
"副詞"	"うまく"
"動詞"	"言う"
"動詞"	"抜ける"
"動詞"	"られる"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"手段"
"助詞"	"で"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"顔"
"助詞"	"を"
"動詞"	"汚す"
"名詞"	"の"
"助詞"	"を"
"動詞"	"抛る"
"助詞"	"て"
"動詞"	"おく"
"記号"	"、"
"名詞"	"樗蒲"
"名詞"	"一"
"助詞"	"は"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"向こう"
"助詞"	"が"
"名詞"	"人"
"助動詞"	"だ"
"名詞"	"おれ"
"助詞"	"も"
"名詞"	"人"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"生徒"
"助詞"	"だって"
"記号"	"、"
"名詞"	"子供"
"助詞"	"だって"
"記号"	"、"
"副詞"	"ずう"
"名詞"	"体"
"助詞"	"は"
"名詞"	"おれ"
"助詞"	"より"
"形容詞"	"大きい"
"助詞"	"や"
"記号"	"。"
"接続詞"	"だから"
"名詞"	"刑罰"
"助詞"	"として"
"名詞"	"何"
"助詞"	"か"
"名詞"	"返報"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"ない"
"助詞"	"て"
"助詞"	"は"
"名詞"	"義理"
"助詞"	"が"
"形容詞"	"わるい"
"記号"	"。"
"接続詞"	"ところが"
"名詞"	"こっち"
"助詞"	"から"
"名詞"	"返報"
"助詞"	"を"
"動詞"	"する"
"名詞"	"時分"
"助詞"	"に"
"名詞"	"尋常"
"助詞"	"の"
"名詞"	"手段"
"助詞"	"で"
"動詞"	"行く"
"助詞"	"と"
"記号"	"、"
"名詞"	"向う"
"助詞"	"から"
"名詞"	"逆捩じ"
"助詞"	"を"
"動詞"	"食わす"
"助詞"	"て"
"動詞"	"来る"
"記号"	"。"
"名詞"	"貴様"
"助詞"	"が"
"形容詞"	"わるい"
"名詞"	"からだ"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"と"
"記号"	"、"
"名詞"	"初手"
"助詞"	"から"
"名詞"	"逃げ"
"名詞"	"路"
"助詞"	"が"
"動詞"	"作る"
"助詞"	"て"
"動詞"	"ある"
"名詞"	"事"
"助動詞"	"だ"
"助詞"	"から"
"名詞"	"滔々"
"助詞"	"と"
"動詞"	"弁じる"
"動詞"	"立てる"
"記号"	"。"
"動詞"	"弁じる"
"動詞"	"立てる"
"助詞"	"て"
"動詞"	"おく"
"助詞"	"て"
"記号"	"、"
"名詞"	"自分"
"助詞"	"の"
"名詞"	"方"
"助詞"	"を"
"名詞"	"表向き"
"助詞"	"だけ"
"名詞"	"立派"
"助詞"	"に"
"動詞"	"する"
"助詞"	"て"
"名詞"	"それ"
"助詞"	"から"
"名詞"	"こっち"
"助詞"	"の"
"名詞"	"非"
"助詞"	"を"
"名詞"	"攻撃"
"動詞"	"する"
"記号"	"。"
"副詞"	"もともと"
"名詞"	"返報"
"助詞"	"に"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"事"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"こちら"
"助詞"	"の"
"名詞"	"弁護"
"助詞"	"は"
"名詞"	"向う"
"助詞"	"の"
"名詞"	"非"
"助詞"	"が"
"動詞"	"挙がる"
"助動詞"	"ない"
"名詞"	"上"
"助詞"	"は"
"名詞"	"弁護"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"つまり"
"助詞"	"は"
"動詞"	"向う"
"助詞"	"から"
"名詞"	"手"
"助詞"	"を"
"動詞"	"出す"
"助詞"	"て"
"動詞"	"おく"
"助詞"	"て"
"記号"	"、"
"名詞"	"世間体"
"助詞"	"は"
"名詞"	"こっち"
"助詞"	"が"
"動詞"	"仕掛ける"
"助動詞"	"た"
"名詞"	"喧嘩"
"助詞"	"の"
"名詞"	"よう"
"助詞"	"に"
"記号"	"、"
"動詞"	"見る"
"名詞"	"傚"
"動詞"	"する"
"動詞"	"れる"
"助詞"	"て"
"動詞"	"しまう"
"記号"	"。"
"名詞"	"大変"
"助動詞"	"だ"
"名詞"	"不利益"
"助動詞"	"だ"
"記号"	"。"
"接続詞"	"それなら"
"名詞"	"向う"
"助詞"	"の"
"動詞"	"やる"
"助詞"	"なり"
"記号"	"、"
"名詞"	"愚"
"動詞"	"迂る"
"名詞"	"多良"
"名詞"	"童子"
"助詞"	"を"
"動詞"	"極め込む"
"助詞"	"で"
"動詞"	"いる"
"助詞"	"ば"
"記号"	"、"
"名詞"	"向う"
"助詞"	"は"
"副詞"	"ますます"
"名詞"	"増長"
"動詞"	"する"
"助詞"	"ばかり"
"記号"	"、"
"形容詞"	"大きい"
"動詞"	"云う"
"助詞"	"ば"
"名詞"	"世の中"
"助詞"	"の"
"名詞"	"ため"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"ない"
"記号"	"。"
"接続詞"	"そこで"
"名詞"	"仕方がない"
"助詞"	"から"
"記号"	"、"
"名詞"	"こっち"
"助詞"	"も"
"名詞"	"向う"
"助詞"	"の"
"名詞"	"筆法"
"助詞"	"を"
"動詞"	"用いる"
"助詞"	"て"
"動詞"	"捕まえる"
"動詞"	"られる"
"助動詞"	"ない"
"助詞"	"で"
"記号"	"、"
"名詞"	"手"
"助詞"	"の"
"名詞"	"付け"
"名詞"	"よう"
"助詞"	"の"
"形容詞"	"ない"
"名詞"	"返報"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"ない"
"助詞"	"て"
"助詞"	"は"
"動詞"	"なる"
"助動詞"	"ない"
"動詞"	"なる"
"記号"	"。"
"副詞"	"そう"
"動詞"	"なる"
"助詞"	"て"
"助詞"	"は"
"名詞"	"江戸っ子"
"助詞"	"も"
"名詞"	"駄目"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"駄目"
"助動詞"	"だ"
"助詞"	"が"
"名詞"	"一年"
"助詞"	"も"
"副詞"	"こう"
"動詞"	"やる"
"動詞"	"れる"
"名詞"	"以上"
"助詞"	"は"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"も"
"名詞"	"人間"
"助動詞"	"だ"
"助詞"	"から"
"名詞"	"駄目"
"助詞"	"でも"
"名詞"	"何"
"助詞"	"でも"
"副詞"	"そう"
"助動詞"	"だ"
"形容詞"	"ない"
"助詞"	"ちゃ"
"名詞"	"始末"
"助詞"	"が"
"動詞"	"つく"
"助動詞"	"ない"
"記号"	"。"
"副詞"	"どうしても"
"形容詞"	"早い"
"名詞"	"東京"
"助詞"	"へ"
"動詞"	"帰る"
"助詞"	"て"
"名詞"	"清"
"助詞"	"と"
"名詞"	"いっしょ"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"に"
"動詞"	"限る"
"記号"	"。"
"連体詞"	"こんな"
"名詞"	"田舎"
"助詞"	"に"
"動詞"	"居る"
"名詞"	"の"
"助詞"	"は"
"名詞"	"堕落"
"動詞"	"する"
"助詞"	"に"
"動詞"	"来る"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"新聞配達"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"た"
"助詞"	"って"
"記号"	"、"
"名詞"	"ここ"
"助詞"	"まで"
"名詞"	"堕落"
"動詞"	"する"
"助詞"	"より"
"助詞"	"は"
"名詞"	"まし"
"助動詞"	"だ"
"記号"	"。"
"副詞"	"こう"
"動詞"	"考える"
"助詞"	"て"
"記号"	"、"
"名詞"	"いやいや"
"記号"	"、"
"動詞"	"附く"
"助詞"	"て"
"動詞"	"くる"
"助詞"	"と"
"記号"	"、"
"副詞"	"何だか"
"名詞"	"先鋒"
"助詞"	"が"
"名詞"	"急"
"助詞"	"に"
"副詞"	"がやがや"
"動詞"	"騒ぎ出す"
"助動詞"	"た"
"記号"	"。"
"副詞"	"同時に"
"名詞"	"列"
"助詞"	"は"
"副詞"	"ぴたり"
"助詞"	"と"
"動詞"	"留まる"
"記号"	"。"
"名詞"	"変"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"列"
"助詞"	"を"
"名詞"	"右"
"助詞"	"へ"
"動詞"	"はずす"
"助詞"	"て"
"記号"	"、"
"名詞"	"向う"
"助詞"	"を"
"動詞"	"見る"
"助詞"	"と"
"記号"	"、"
"名詞"	"大手町"
"助詞"	"を"
"動詞"	"突き当る"
"助詞"	"て"
"名詞"	"薬師町"
"助詞"	"へ"
"動詞"	"曲がる"
"名詞"	"角"
"助詞"	"の"
"名詞"	"所"
"助詞"	"で"
"記号"	"、"
"動詞"	"行き詰る"
"動詞"	"たぎる"
"記号"	"、"
"動詞"	"押し返す"
"助詞"	"たり"
"記号"	"、"
"動詞"	"押し返す"
"動詞"	"れる"
"助詞"	"たり"
"動詞"	"する"
"助詞"	"て"
"動詞"	"揉み合う"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"前方"
"助詞"	"から"
"名詞"	"静か"
"助詞"	"に"
"名詞"	"静か"
"助詞"	"に"
"助詞"	"と"
"名詞"	"声"
"助詞"	"を"
"動詞"	"涸らす"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"名詞"	"体操"
"名詞"	"教師"
"助詞"	"に"
"名詞"	"何"
"助動詞"	"です"
"助詞"	"と"
"動詞"	"聞く"
"助詞"	"と"
"記号"	"、"
"名詞"	"曲り角"
"助詞"	"で"
"名詞"	"中学校"
"助詞"	"と"
"名詞"	"師範学校"
"助詞"	"が"
"名詞"	"衝突"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"記号"	"。"
"名詞"	"中学"
"助詞"	"と"
"名詞"	"師範"
"助詞"	"と"
"助詞"	"は"
"名詞"	"どこ"
"助詞"	"の"
"名詞"	"県"
"名詞"	"下"
"助詞"	"で"
"助詞"	"も"
"名詞"	"犬と猿"
"助詞"	"の"
"名詞"	"よう"
"助詞"	"に"
"名詞"	"仲"
"助詞"	"が"
"形容詞"	"わるい"
"名詞"	"そうだ"
"記号"	"。"
"名詞"	"なぜだか"
"動詞"	"わかる"
"助動詞"	"ない"
"助詞"	"が"
"記号"	"、"
"副詞"	"まるで"
"名詞"	"気風"
"助詞"	"が"
"動詞"	"合う"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"何"
"助詞"	"か"
"動詞"	"ある"
"助詞"	"と"
"名詞"	"喧嘩"
"助詞"	"を"
"動詞"	"する"
"記号"	"。"
"名詞"	"大方"
"形容詞"	"狭い"
"名詞"	"田舎"
"助詞"	"で"
"名詞"	"退屈"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"暇潰し"
"助詞"	"に"
"動詞"	"やる"
"名詞"	"仕事"
"名詞"	"なんだろう"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"喧嘩"
"助詞"	"は"
"名詞"	"好き"
"助動詞"	"だ"
"名詞"	"方"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"衝突"
"助詞"	"と"
"動詞"	"聞く"
"助詞"	"て"
"記号"	"、"
"名詞"	"面白半分"
"助詞"	"に"
"名詞"	"馳"
"助詞"	"け"
"動詞"	"出す"
"助詞"	"て"
"動詞"	"行く"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"すると"
"名詞"	"前"
"助詞"	"の"
"名詞"	"方"
"助詞"	"に"
"動詞"	"いる"
"名詞"	"連中"
"助詞"	"は"
"記号"	"、"
"副詞"	"しきりに"
"感動詞"	"何だ"
"名詞"	"地方税"
"助詞"	"の"
"名詞"	"癖"
"助詞"	"に"
"記号"	"、"
"動詞"	"引き込む"
"助詞"	"と"
"記号"	"、"
"動詞"	"怒鳴る"
"動詞"	"てる"
"記号"	"。"
"名詞"	"後ろ"
"助詞"	"から"
"助詞"	"は"
"動詞"	"押せる"
"動詞"	"押せる"
"動詞"	"とる"
"連体詞"	"大きな"
"名詞"	"声"
"助詞"	"を"
"動詞"	"出す"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"邪魔"
"助詞"	"に"
"動詞"	"なる"
"名詞"	"生徒"
"助詞"	"の"
"名詞"	"間"
"助詞"	"を"
"動詞"	"くぐり抜ける"
"助詞"	"て"
"記号"	"、"
"名詞"	"曲がり角"
"助詞"	"へ"
"副詞"	"もう少し"
"助動詞"	"だ"
"動詞"	"出る"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"時"
"助詞"	"に"
"記号"	"、"
"名詞"	"前"
"助詞"	"へ"
"記号"	"！"
"記号"	"　"
"助詞"	"と"
"動詞"	"云う"
"形容詞"	"高い"
"形容詞"	"鋭い"
"名詞"	"号令"
"助詞"	"が"
"動詞"	"聞える"
"助動詞"	"た"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"名詞"	"師範学校"
"助詞"	"の"
"名詞"	"方"
"助詞"	"は"
"名詞"	"粛粛"
"助詞"	"として"
"名詞"	"行進"
"助詞"	"を"
"動詞"	"始める"
"助動詞"	"た"
"記号"	"。"
"名詞"	"先"
"助詞"	"を"
"動詞"	"争う"
"助動詞"	"た"
"名詞"	"衝突"
"助詞"	"は"
"記号"	"、"
"名詞"	"折合"
"助詞"	"が"
"動詞"	"つく"
"助動詞"	"た"
"助詞"	"に"
"助詞"	"は"
"名詞"	"相違"
"形容詞"	"ない"
"助詞"	"が"
"記号"	"、"
"接続詞"	"つまり"
"名詞"	"中学校"
"助詞"	"が"
"名詞"	"一"
"名詞"	"歩"
"助詞"	"を"
"動詞"	"譲る"
