"parts"	"mor"
"形容詞"	"善い"
"名詞"	"男"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"表"
"助詞"	"と"
"名詞"	"裏"
"助詞"	"と"
"助詞"	"は"
"動詞"	"違う"
"助動詞"	"た"
"名詞"	"男"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"人間"
"助詞"	"は"
"名詞"	"竹"
"助詞"	"の"
"名詞"	"よう"
"助詞"	"に"
"名詞"	"真直"
"助動詞"	"だ"
"助動詞"	"ない"
"助詞"	"ちゃ"
"形容詞"	"頼もしい"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"真直"
"助動詞"	"だ"
"名詞"	"もの"
"助詞"	"は"
"名詞"	"喧嘩"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"助詞"	"も"
"名詞"	"心持ち"
"助詞"	"が"
"形容詞"	"いい"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"の"
"名詞"	"よう"
"助動詞"	"だ"
"形容詞"	"やさしい"
"名詞"	"の"
"助詞"	"と"
"記号"	"、"
"名詞"	"親切"
"助動詞"	"だ"
"名詞"	"の"
"助詞"	"と"
"記号"	"、"
"名詞"	"高尚"
"助動詞"	"だ"
"名詞"	"の"
"助詞"	"と"
"記号"	"、"
"名詞"	"琥珀"
"助詞"	"の"
"名詞"	"パイプ"
"助詞"	"と"
"助詞"	"を"
"名詞"	"自慢"
"名詞"	"そう"
"助詞"	"に"
"動詞"	"見せびらかす"
"名詞"	"の"
"助詞"	"は"
"名詞"	"油断"
"助詞"	"が"
"動詞"	"出来る"
"助動詞"	"ない"
"記号"	"、"
"副詞"	"めったに"
"名詞"	"喧嘩"
"助詞"	"も"
"動詞"	"出来る"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"喧嘩"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"助詞"	"も"
"記号"	"、"
"名詞"	"回向院"
"助詞"	"の"
"名詞"	"相撲"
"助詞"	"の"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"心持ち"
"助詞"	"の"
"形容詞"	"いい"
"名詞"	"喧嘩"
"助詞"	"は"
"動詞"	"出来る"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"そうなると"
"名詞"	"一銭五厘"
"助詞"	"の"
"名詞"	"出入"
"助詞"	"で"
"名詞"	"控"
"名詞"	"所"
"名詞"	"全体"
"助詞"	"を"
"名詞"	"驚"
"名詞"	"ろか"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"議論"
"助詞"	"の"
"名詞"	"相手"
"助詞"	"の"
"名詞"	"山嵐"
"助詞"	"の"
"名詞"	"方"
"助詞"	"が"
"名詞"	"はるか"
"助詞"	"に"
"名詞"	"人間"
"助動詞"	"らしい"
"記号"	"。"
"名詞"	"会議"
"助詞"	"の"
"名詞"	"時"
"助詞"	"に"
"名詞"	"金"
"名詞"	"壺"
"名詞"	"眼"
"助詞"	"を"
"名詞"	"ぐり"
"動詞"	"つく"
"動詞"	"せる"
"助詞"	"て"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"を"
"動詞"	"睨める"
"助動詞"	"た"
"名詞"	"時"
"助詞"	"は"
"形容詞"	"憎い"
"名詞"	"奴"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"名詞"	"あと"
"助詞"	"で"
"動詞"	"考える"
"助詞"	"と"
"記号"	"、"
"名詞"	"それ"
"助詞"	"も"
"名詞"	"赤シャツ"
"助詞"	"の"
"副詞"	"ねちねち"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"猫撫で声"
"助詞"	"より"
"助詞"	"は"
"名詞"	"まし"
"助動詞"	"だ"
"記号"	"。"
"接続詞"	"実は"
"連体詞"	"あの"
"名詞"	"会議"
"助詞"	"が"
"動詞"	"済む"
"助動詞"	"だ"
"名詞"	"あと"
"助詞"	"で"
"記号"	"、"
"副詞"	"よっぽど"
"名詞"	"仲直り"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"う"
"助詞"	"か"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"記号"	"、"
"名詞"	"一"
"名詞"	"こと"
"名詞"	"二"
"名詞"	"こと"
"動詞"	"話しかける"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"名詞"	"野郎"
"名詞"	"返事"
"助詞"	"も"
"動詞"	"する"
"助動詞"	"ない"
"助詞"	"で"
"記号"	"、"
"副詞"	"まだ"
"名詞"	"眼"
"助詞"	"を"
"名詞"	"剥"
"助詞"	"って"
"動詞"	"みせる"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"名詞"	"こっち"
"助詞"	"も"
"名詞"	"腹"
"助詞"	"が"
"動詞"	"立つ"
"助詞"	"て"
"副詞"	"そのまま"
"助詞"	"に"
"動詞"	"する"
"助詞"	"て"
"動詞"	"おく"
"助動詞"	"た"
"記号"	"。"
"名詞"	"それ"
"名詞"	"以来"
"名詞"	"山嵐"
"助詞"	"は"
"名詞"	"おれ"
"助詞"	"と"
"名詞"	"口"
"助詞"	"を"
"動詞"	"利く"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"机"
"助詞"	"の"
"名詞"	"上"
"助詞"	"へ"
"動詞"	"返す"
"助動詞"	"た"
"名詞"	"一銭五厘"
"助詞"	"は"
"副詞"	"いまだに"
"名詞"	"机"
"助詞"	"の"
"名詞"	"上"
"助詞"	"に"
"動詞"	"乗る"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"ほこり"
"名詞"	"だらけ"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"て"
"動詞"	"乗る"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"副詞"	"無論"
"名詞"	"手"
"助詞"	"が"
"動詞"	"出せる"
"助動詞"	"ない"
"記号"	"、"
"名詞"	"山嵐"
"助詞"	"は"
"副詞"	"決して"
"動詞"	"持つ"
"助詞"	"て"
"動詞"	"帰る"
"助動詞"	"ない"
"記号"	"。"
"連体詞"	"この"
"名詞"	"一銭五厘"
"助詞"	"が"
"名詞"	"二人"
"助詞"	"の"
"名詞"	"間"
"助詞"	"の"
"名詞"	"墻"
"名詞"	"壁"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"て"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"は"
"動詞"	"話す"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"助詞"	"も"
"動詞"	"話せる"
"助動詞"	"ない"
"記号"	"、"
"名詞"	"山嵐"
"助詞"	"は"
"副詞"	"頑として"
"動詞"	"黙る"
"動詞"	"てる"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"と"
"名詞"	"山嵐"
"助詞"	"に"
"助詞"	"は"
"名詞"	"一銭五厘"
"助詞"	"が"
"動詞"	"祟る"
"助動詞"	"た"
"記号"	"。"
"副詞"	"しまいに"
"助詞"	"は"
"名詞"	"学校"
"助詞"	"へ"
"名詞"	"出し手"
"名詞"	"一銭五厘"
"助詞"	"を"
"動詞"	"見る"
"名詞"	"の"
"助詞"	"が"
"名詞"	"苦"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"山嵐"
"助詞"	"と"
"名詞"	"おれ"
"助詞"	"が"
"名詞"	"絶交"
"助詞"	"の"
"名詞"	"姿"
"助詞"	"と"
"動詞"	"なる"
"助動詞"	"た"
"助詞"	"に"
"動詞"	"引く"
"形容詞"	"易い"
"動詞"	"える"
"助詞"	"て"
"記号"	"、"
"名詞"	"赤シャツ"
"助詞"	"と"
"名詞"	"おれ"
"助詞"	"は"
"副詞"	"依然として"
"名詞"	"在来"
"助詞"	"の"
"名詞"	"関係"
"助詞"	"を"
"動詞"	"保つ"
"助詞"	"て"
"記号"	"、"
"名詞"	"交際"
"助詞"	"を"
"動詞"	"つづける"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"野芹"
"名詞"	"川"
"助詞"	"で"
"動詞"	"逢う"
"助動詞"	"た"
"名詞"	"翌日"
"助詞"	"など"
"助詞"	"は"
"記号"	"、"
"名詞"	"学校"
"助詞"	"へ"
"動詞"	"出る"
"助詞"	"と"
"接頭詞"	"第"
"名詞"	"一番"
"助詞"	"に"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"傍"
"助詞"	"へ"
"動詞"	"来る"
"助詞"	"て"
"記号"	"、"
"名詞"	"君"
"名詞"	"今度"
"助詞"	"の"
"名詞"	"下宿"
"助詞"	"は"
"形容詞"	"いい"
"助動詞"	"です"
"助詞"	"か"
"助詞"	"の"
"接続詞"	"また"
"名詞"	"いっしょ"
"助詞"	"に"
"名詞"	"露西亜"
"名詞"	"文学"
"助詞"	"を"
"名詞"	"釣りに行こう"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"か"
"名詞"	"の"
"助詞"	"と"
"名詞"	"いろいろ"
"助動詞"	"だ"
"名詞"	"事"
"助詞"	"を"
"動詞"	"話しかける"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"副詞"	"少々"
"形容詞"	"憎らしい"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"名詞"	"昨夜"
"助詞"	"は"
"名詞"	"二"
"動詞"	"返る"
"動詞"	"逢う"
"助動詞"	"ます"
"助動詞"	"た"
"助詞"	"ね"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"、"
"形容詞"	"ええ"
"名詞"	"停車場"
"助詞"	"で"
"記号"	"――"
"名詞"	"君"
"助詞"	"は"
"名詞"	"いつ"
"助詞"	"でも"
"フィラー"	"あの"
"名詞"	"時分"
"動詞"	"出掛ける"
"名詞"	"の"
"助動詞"	"です"
"助詞"	"か"
"記号"	"、"
"形容詞"	"遅い"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"か"
"助詞"	"と"
"動詞"	"云う"
"記号"	"。"
"名詞"	"野芹"
"名詞"	"川"
"助詞"	"の"
"名詞"	"土手"
"助詞"	"で"
"助詞"	"も"
"接頭詞"	"お"
"名詞"	"目"
"助詞"	"に"
"動詞"	"懸る"
"助動詞"	"ます"
"助動詞"	"た"
"助詞"	"ね"
"助詞"	"と"
"動詞"	"喰らう"
"動詞"	"す"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"、"
"感動詞"	"いいえ"
"名詞"	"僕"
"助詞"	"は"
"名詞"	"あっち"
"助詞"	"へ"
"助詞"	"は"
"動詞"	"行く"
"助動詞"	"ない"
"記号"	"、"
"名詞"	"湯煮"
"助詞"	"は"
"動詞"	"いう"
"助詞"	"て"
"記号"	"、"
"副詞"	"すぐ"
"動詞"	"帰る"
"助動詞"	"た"
"助詞"	"と"
"動詞"	"答える"
"助動詞"	"た"
"記号"	"。"
"名詞"	"何"
"助詞"	"も"
"副詞"	"そんなに"
"動詞"	"隠す"
"助動詞"	"ない"
"助詞"	"で"
"助詞"	"も"
"形容詞"	"よい"
"助動詞"	"う"
"記号"	"、"
"副詞"	"現に"
"動詞"	"逢う"
"動詞"	"てる"
"名詞"	"ん"
"助動詞"	"だ"
"記号"	"。"
"副詞"	"よく"
"名詞"	"嘘"
"助詞"	"を"
"動詞"	"つく"
"名詞"	"男"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"これ"
"助詞"	"で"
"名詞"	"中学"
"助詞"	"の"
"名詞"	"教頭"
"助詞"	"が"
"動詞"	"勤まる"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"なんか"
"名詞"	"大学"
"名詞"	"総長"
"助詞"	"が"
"動詞"	"つとまる"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"連体詞"	"この"
"名詞"	"時"
"助詞"	"から"
"副詞"	"いよいよ"
"名詞"	"赤シャツ"
"助詞"	"を"
"名詞"	"信用"
"動詞"	"する"
"助動詞"	"ない"
"動詞"	"なる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"信用"
"動詞"	"する"
"助動詞"	"ない"
"名詞"	"赤シャツ"
"助詞"	"と"
"助詞"	"は"
"名詞"	"口"
"助詞"	"を"
"動詞"	"きく"
"助詞"	"て"
"記号"	"、"
"名詞"	"感心"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"山嵐"
"助詞"	"と"
"助詞"	"は"
"名詞"	"話"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"世の中"
"助詞"	"は"
"副詞"	"随分"
"名詞"	"妙"
"助動詞"	"だ"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"ある日"
"助詞"	"の"
"名詞"	"事"
"名詞"	"赤シャツ"
"助詞"	"が"
"副詞"	"ちょっと"
"名詞"	"君"
"助詞"	"に"
"名詞"	"話"
"助詞"	"が"
"動詞"	"ある"
"助詞"	"から"
"記号"	"、"
"名詞"	"僕"
"助詞"	"の"
"名詞"	"うち"
"助詞"	"まで"
"動詞"	"来る"
"助詞"	"て"
"動詞"	"くれる"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"から"
"記号"	"、"
"形容詞"	"惜しい"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"助詞"	"が"
"名詞"	"温泉"
"名詞"	"行き"
"助詞"	"を"
"名詞"	"欠勤"
"動詞"	"する"
"助詞"	"て"
"名詞"	"四"
"名詞"	"時"
"名詞"	"頃"
"動詞"	"出掛ける"
"助詞"	"て"
"動詞"	"行く"
"助動詞"	"た"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"は"
"名詞"	"一人"
"名詞"	"もの"
"助動詞"	"だ"
"助詞"	"が"
"記号"	"、"
"名詞"	"教頭"
"助詞"	"だけ"
"助詞"	"に"
"名詞"	"下宿"
"助詞"	"は"
"名詞"	"とく"
"助詞"	"の"
"名詞"	"昔"
"助詞"	"に"
"動詞"	"引き払う"
"助詞"	"て"
"名詞"	"立派"
"助動詞"	"だ"
"名詞"	"玄関"
"助詞"	"を"
"動詞"	"構える"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"家賃"
"助詞"	"は"
"名詞"	"九"
"名詞"	"円"
"名詞"	"五拾"
"名詞"	"銭"
"助動詞"	"だ"
"名詞"	"そうだ"
"記号"	"。"
"名詞"	"田舎"
"助詞"	"へ"
"動詞"	"来る"
"助詞"	"て"
"名詞"	"九"
"名詞"	"円"
"名詞"	"五拾"
"名詞"	"銭"
"動詞"	"払う"
"助詞"	"ば"
"連体詞"	"こんな"
"名詞"	"家"
"助詞"	"へ"
"動詞"	"はいれる"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"も"
"名詞"	"一つ"
"名詞"	"奮発"
"動詞"	"する"
"助詞"	"て"
"記号"	"、"
"名詞"	"東京"
"助詞"	"から"
"名詞"	"清"
"助詞"	"を"
"動詞"	"呼び寄せる"
"助詞"	"て"
"動詞"	"喜ばす"
"助詞"	"て"
"名詞"	"野郎"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"助詞"	"くらい"
"助動詞"	"だ"
"名詞"	"玄関"
"助動詞"	"だ"
"記号"	"。"
"動詞"	"頼む"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"、"
"名詞"	"赤シャツ"
"助詞"	"の"
"名詞"	"弟"
"助詞"	"が"
"名詞"	"取次"
"助詞"	"に"
"動詞"	"出る"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"この"
"名詞"	"弟"
"助詞"	"は"
"名詞"	"学校"
"助詞"	"で"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"に"
"名詞"	"代数"
"助詞"	"と"
"名詞"	"算術"
"助詞"	"を"
"動詞"	"教わる"
"副詞"	"至って"
"名詞"	"出来"
"助詞"	"の"
"形容詞"	"わるい"
"名詞"	"子"
"助動詞"	"だ"
"記号"	"。"
"連体詞"	"その"
"名詞"	"癖"
"動詞"	"渡る"
"名詞"	"もの"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"生れ"
"動詞"	"付く"
"助詞"	"て"
"助詞"	"の"
"名詞"	"田舎者"
"助詞"	"より"
"助詞"	"も"
"名詞"	"人"
"助詞"	"が"
"接頭詞"	"悪"
"名詞"	"るい"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"に"
"動詞"	"逢う"
"助詞"	"て"
"名詞"	"用事"
"助詞"	"を"
"動詞"	"聞く"
"助詞"	"て"
"動詞"	"みる"
"助詞"	"と"
"記号"	"、"
"名詞"	"大将"
"名詞"	"例"
"助詞"	"の"
"名詞"	"琥珀"
"助詞"	"の"
"名詞"	"パイプ"
"助詞"	"で"
"記号"	"、"
"形容詞"	"きな臭い"
"名詞"	"烟草"
"助詞"	"を"
"動詞"	"ふかす"
"助詞"	"ながら"
"記号"	"、"
"連体詞"	"こんな"
"名詞"	"事"
"助詞"	"を"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"記号"	"「"
"名詞"	"君"
"助詞"	"が"
"動詞"	"来る"
"助詞"	"て"
"動詞"	"くれる"
"助詞"	"て"
"助詞"	"から"
"記号"	"、"
"名詞"	"前任"
"名詞"	"者"
"助詞"	"の"
"名詞"	"時代"
"助詞"	"より"
"助詞"	"も"
"名詞"	"成績"
"助詞"	"が"
"副詞"	"よく"
"動詞"	"あがる"
"助詞"	"て"
"記号"	"、"
"名詞"	"校長"
"助詞"	"も"
"副詞"	"大いに"
"形容詞"	"いい"
"名詞"	"人"
"助詞"	"を"
"動詞"	"得る"
"助動詞"	"た"
"助詞"	"と"
"動詞"	"喜ぶ"
"助詞"	"で"
"動詞"	"いる"
"助詞"	"ので"
"記号"	"――"
"副詞"	"どうか"
"名詞"	"学校"
"助詞"	"で"
"助詞"	"も"
"名詞"	"信頼"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"の"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"連体詞"	"その"
"名詞"	"つもり"
"助詞"	"で"
"名詞"	"勉強"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いただく"
"助動詞"	"たい"
"記号"	"」"
"記号"	"「"
"感動詞"	"へえ"
"記号"	"、"
"副詞"	"そう"
"助動詞"	"です"
"助詞"	"か"
"記号"	"、"
"名詞"	"勉強"
"助詞"	"って"
"名詞"	"今"
"助詞"	"より"
"名詞"	"勉強"
"助詞"	"は"
"動詞"	"出来る"
"助動詞"	"ます"
"助動詞"	"ん"
"助詞"	"が"
"記号"	"――"
"記号"	"」"
"記号"	"「"
"名詞"	"今"
"助詞"	"の"
"助詞"	"くらい"
"助動詞"	"だ"
"名詞"	"充分"
"助動詞"	"です"
"記号"	"。"
"接続詞"	"ただ"
"名詞"	"先だって"
"名詞"	"お話し"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"事"
"助動詞"	"です"
"助詞"	"ね"
"記号"	"、"
"名詞"	"あれ"
"助詞"	"を"
"動詞"	"忘れる"
"助動詞"	"ぬ"
"助詞"	"に"
"動詞"	"いる"
"助詞"	"て"
"動詞"	"下さる"
"助詞"	"ば"
"形容詞"	"いい"
"名詞"	"の"
"助動詞"	"です"
"記号"	"」"
"記号"	"「"
"名詞"	"下宿"
"助詞"	"の"
"名詞"	"世話"
"助詞"	"なんか"
"動詞"	"する"
"名詞"	"もの"
"フィラー"	"あ"
"名詞"	"剣呑"
"助動詞"	"だ"
"助詞"	"という"
"名詞"	"事"
"助動詞"	"です"
"助詞"	"か"
"記号"	"」"
"記号"	"「"
"副詞"	"そう"
"名詞"	"露骨"
"助詞"	"に"
"動詞"	"云う"
"助詞"	"と"
"記号"	"、"
"名詞"	"意味"
"助詞"	"も"
"形容詞"	"ない"
"名詞"	"事"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"が"
"記号"	"――"
"副詞"	"まあ"
"形容詞"	"善い"
"助詞"	"さ"
"記号"	"――"
"名詞"	"精神"
"助詞"	"は"
"名詞"	"君"
"助詞"	"に"
"助詞"	"も"
"副詞"	"よく"
"動詞"	"通じる"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"事"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"から"
"記号"	"。"
"接続詞"	"そこで"
"名詞"	"君"
"助詞"	"が"
"名詞"	"今"
"助詞"	"の"
"名詞"	"よう"
"助詞"	"に"
"名詞"	"出精"
"動詞"	"する"
"助詞"	"て"
"動詞"	"下さる"
"助詞"	"ば"
"記号"	"、"
"名詞"	"学校"
"助詞"	"の"
"名詞"	"方"
"助動詞"	"だ"
"助詞"	"も"
"記号"	"、"
"副詞"	"ちゃんと"
"動詞"	"見る"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"副詞"	"もう少し"
"動詞"	"する"
"助詞"	"て"
"名詞"	"都合"
"助詞"	"さえ"
"動詞"	"つく"
"助詞"	"ば"
"記号"	"、"
"名詞"	"待遇"
"助詞"	"の"
"名詞"	"事"
"助詞"	"も"
"副詞"	"多少"
"助詞"	"は"
"副詞"	"どうにか"
"動詞"	"なる"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"思う"
"名詞"	"ん"
"助動詞"	"です"
"助詞"	"が"
"助詞"	"ね"
"記号"	"」"
"記号"	"「"
"感動詞"	"へえ"
"記号"	"、"
"名詞"	"俸給"
"助動詞"	"です"
"助詞"	"か"
"記号"	"。"
"名詞"	"俸給"
"助詞"	"なんか"
"副詞"	"どう"
"助詞"	"でも"
"形容詞"	"いい"
"名詞"	"ん"
"助動詞"	"です"
"助詞"	"が"
"記号"	"、"
"動詞"	"上がる"
"助詞"	"ば"
"動詞"	"上がる"
"助動詞"	"た"
"名詞"	"方"
"助詞"	"が"
"形容詞"	"いい"
"助動詞"	"です"
"助詞"	"ね"
"記号"	"」"
"記号"	"「"
"接続詞"	"それで"
"副詞"	"幸い"
"名詞"	"今度"
"名詞"	"転任"
"名詞"	"者"
"助詞"	"が"
"名詞"	"一"
"名詞"	"人"
"動詞"	"出来る"
"助詞"	"から"
"記号"	"――"
"副詞"	"もっとも"
"名詞"	"校長"
"助詞"	"に"
"名詞"	"相談"
"動詞"	"する"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"ない"
"助詞"	"と"
"副詞"	"無論"
"動詞"	"受け合える"
"助動詞"	"ない"
"名詞"	"事"
"助動詞"	"だ"
"助詞"	"が"
"記号"	"――"
"連体詞"	"その"
"名詞"	"俸給"
"助詞"	"から"
"副詞"	"少し"
"助詞"	"は"
"名詞"	"融通"
"助詞"	"が"
"動詞"	"出来る"
"助詞"	"かも"
"動詞"	"知れる"
"助動詞"	"ない"
"助詞"	"から"
"記号"	"、"
"接続詞"	"それで"
"名詞"	"都合"
"助詞"	"を"
"動詞"	"つける"
"名詞"	"よう"
"助詞"	"に"
"名詞"	"校長"
"助詞"	"に"
