"parts"	"mor"
"助詞"	"な"
"記号"	"、"
"名詞"	"模試"
"助詞"	"は"
"形容詞"	"生温い"
"名詞"	"るい"
"名詞"	"言葉"
"助動詞"	"だ"
"記号"	"。"
"形容詞"	"早い"
"動詞"	"過ぎる"
"助動詞"	"だ"
"記号"	"、"
"副詞"	"ゆっくり"
"動詞"	"云う"
"助詞"	"て"
"動詞"	"やる"
"助詞"	"が"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"江戸っ子"
"助動詞"	"だ"
"助詞"	"から"
"名詞"	"君"
"名詞"	"等"
"助詞"	"の"
"名詞"	"言葉"
"助詞"	"は"
"動詞"	"使える"
"助動詞"	"ない"
"記号"	"、"
"動詞"	"分る"
"助動詞"	"ない"
"助詞"	"ば"
"記号"	"、"
"動詞"	"分る"
"助詞"	"まで"
"動詞"	"待つ"
"動詞"	"てる"
"助詞"	"が"
"形容詞"	"いい"
"助詞"	"と"
"動詞"	"答える"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"この"
"名詞"	"調子"
"助詞"	"で"
"名詞"	"二"
"名詞"	"時間"
"名詞"	"目"
"助詞"	"は"
"動詞"	"思う"
"助動詞"	"た"
"助詞"	"より"
"記号"	"、"
"形容詞"	"うまい"
"動詞"	"行く"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"ただ"
"名詞"	"帰りがけ"
"助詞"	"に"
"名詞"	"生徒"
"助詞"	"の"
"名詞"	"一人"
"助詞"	"が"
"副詞"	"ちょっと"
"連体詞"	"この"
"名詞"	"問題"
"助詞"	"を"
"名詞"	"解釈"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"動詞"	"おく"
"名詞"	"廉価"
"助動詞"	"だ"
"記号"	"、"
"副詞"	"もし"
"記号"	"、"
"助詞"	"と"
"動詞"	"出来る"
"名詞"	"そう"
"助詞"	"も"
"形容詞"	"ない"
"名詞"	"幾何"
"助詞"	"の"
"名詞"	"問題"
"助詞"	"を"
"動詞"	"持つ"
"助詞"	"て"
"名詞"	"逼"
"動詞"	"く"
"助動詞"	"た"
"助詞"	"に"
"助詞"	"は"
"名詞"	"冷汗"
"助詞"	"を"
"動詞"	"流す"
"助動詞"	"た"
"記号"	"。"
"名詞"	"仕方がない"
"助詞"	"から"
"副詞"	"何だか"
"動詞"	"分る"
"助動詞"	"ない"
"記号"	"、"
"連体詞"	"この"
"名詞"	"次"
"動詞"	"教える"
"助詞"	"て"
"動詞"	"やる"
"助詞"	"と"
"動詞"	"急ぐ"
"助詞"	"で"
"動詞"	"引き揚げる"
"助動詞"	"た"
"記号"	"、"
"名詞"	"生徒"
"助詞"	"が"
"感動詞"	"わあ"
"助詞"	"と"
"動詞"	"囃す"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"その"
"名詞"	"中"
"助詞"	"に"
"動詞"	"出来る"
"動詞"	"出来る"
"助動詞"	"ん"
"助詞"	"と"
"動詞"	"云う"
"名詞"	"声"
"助詞"	"が"
"動詞"	"聞える"
"記号"	"。"
"名詞"	"箆"
"名詞"	"棒"
"名詞"	"め"
"記号"	"、"
"名詞"	"先生"
"助詞"	"だって"
"記号"	"、"
"動詞"	"出来る"
"助動詞"	"ない"
"名詞"	"の"
"助詞"	"は"
"名詞"	"当り前"
"助動詞"	"だ"
"記号"	"。"
"動詞"	"出来る"
"助動詞"	"ない"
"名詞"	"の"
"助詞"	"を"
"動詞"	"出来る"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"のに"
"名詞"	"不思議"
"助詞"	"が"
"動詞"	"ある"
"名詞"	"もん"
"助詞"	"か"
"記号"	"。"
"連体詞"	"そんな"
"名詞"	"もの"
"助詞"	"が"
"動詞"	"出来る"
"助詞"	"くらい"
"助動詞"	"だ"
"名詞"	"四"
"名詞"	"十"
"名詞"	"円"
"助詞"	"で"
"連体詞"	"こんな"
"名詞"	"田舎"
"助詞"	"へ"
"動詞"	"くる"
"名詞"	"もん"
"助詞"	"か"
"助詞"	"と"
"名詞"	"控"
"名詞"	"所"
"助詞"	"へ"
"動詞"	"帰る"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"名詞"	"今度"
"助詞"	"は"
"副詞"	"どう"
"助動詞"	"だ"
"助詞"	"と"
"接続詞"	"また"
"名詞"	"山嵐"
"助詞"	"が"
"動詞"	"聞く"
"助動詞"	"た"
"記号"	"。"
"感動詞"	"うん"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"感動詞"	"うん"
"助詞"	"だけ"
"助動詞"	"だ"
"助詞"	"は"
"名詞"	"気"
"助詞"	"が"
"形容詞"	"済まない"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"連体詞"	"この"
"名詞"	"学校"
"助詞"	"の"
"名詞"	"生徒"
"助詞"	"は"
"名詞"	"分らず屋"
"助動詞"	"だ"
"助詞"	"な"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"山嵐"
"助詞"	"は"
"名詞"	"妙"
"助動詞"	"だ"
"名詞"	"顔"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"三"
"名詞"	"時間"
"名詞"	"目"
"助詞"	"も"
"記号"	"、"
"名詞"	"四"
"名詞"	"時間"
"名詞"	"目"
"助詞"	"も"
"名詞"	"昼過ぎ"
"助詞"	"の"
"名詞"	"一"
"名詞"	"時間"
"助詞"	"も"
"名詞"	"大同小異"
"助動詞"	"だ"
"助動詞"	"ある"
"助動詞"	"た"
"記号"	"。"
"名詞"	"最初"
"助詞"	"の"
"名詞"	"日"
"助詞"	"に"
"動詞"	"出る"
"助動詞"	"た"
"名詞"	"級"
"助詞"	"は"
"記号"	"、"
"名詞"	"いずれ"
"助詞"	"も"
"副詞"	"少々"
"助詞"	"ずつ"
"名詞"	"失敗"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"名詞"	"教師"
"助詞"	"は"
"名詞"	"はた"
"助詞"	"で"
"動詞"	"見る"
"助詞"	"ほど"
"名詞"	"楽"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"授業"
"助詞"	"は"
"名詞"	"ひと通り"
"動詞"	"済む"
"助動詞"	"だ"
"助詞"	"が"
"記号"	"、"
"副詞"	"まだ"
"動詞"	"帰れる"
"助動詞"	"ない"
"記号"	"、"
"名詞"	"三"
"名詞"	"時"
"助詞"	"まで"
"名詞"	"ぽつ"
"副詞"	"然"
"助詞"	"として"
"動詞"	"待つ"
"助詞"	"て"
"形容詞"	"ない"
"助詞"	"て"
"助詞"	"は"
"動詞"	"なる"
"助動詞"	"ん"
"記号"	"。"
"名詞"	"三時"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"と"
"記号"	"、"
"名詞"	"受持"
"名詞"	"級"
"助詞"	"の"
"名詞"	"生徒"
"助詞"	"が"
"名詞"	"自分"
"助詞"	"の"
"名詞"	"教室"
"助詞"	"を"
"名詞"	"掃除"
"動詞"	"する"
"助詞"	"て"
"名詞"	"報知"
"助詞"	"に"
"動詞"	"くる"
"助詞"	"から"
"名詞"	"検分"
"助詞"	"を"
"動詞"	"する"
"名詞"	"ん"
"助動詞"	"だ"
"名詞"	"そうだ"
"記号"	"。"
"接続詞"	"それから"
"記号"	"、"
"名詞"	"出席"
"名詞"	"簿"
"助詞"	"を"
"副詞"	"一応"
"動詞"	"調べる"
"助詞"	"て"
"副詞"	"ようやく"
"接頭詞"	"お"
"名詞"	"暇"
"助詞"	"が"
"動詞"	"出る"
"記号"	"。"
"名詞"	"いくら"
"名詞"	"月給"
"助詞"	"で"
"動詞"	"買う"
"動詞"	"れる"
"助動詞"	"た"
"名詞"	"身体"
"助詞"	"だって"
"記号"	"、"
"感動詞"	"あいた"
"名詞"	"時間"
"助詞"	"まで"
"名詞"	"学校"
"助詞"	"へ"
"動詞"	"縛りつける"
"助詞"	"て"
"名詞"	"机"
"助詞"	"と"
"動詞"	"睨める"
"動詞"	"く"
"名詞"	"くら"
"助詞"	"を"
"動詞"	"する"
"動詞"	"せる"
"助詞"	"なんて"
"名詞"	"法"
"助詞"	"が"
"動詞"	"ある"
"名詞"	"もの"
"助詞"	"か"
"記号"	"。"
"接続詞"	"しかし"
"名詞"	"ほか"
"助詞"	"の"
"名詞"	"連中"
"助詞"	"は"
"名詞"	"みんな"
"形容詞"	"大人しい"
"接頭詞"	"ご"
"名詞"	"規則"
"名詞"	"通り"
"動詞"	"やる"
"動詞"	"てる"
"助詞"	"から"
"名詞"	"新参"
"助詞"	"の"
"名詞"	"おれ"
"助詞"	"ばかり"
"記号"	"、"
"助動詞"	"だ"
"助動詞"	"だ"
"助詞"	"を"
"動詞"	"捏ねる"
"名詞"	"の"
"助詞"	"も"
"副詞"	"よろしく"
"形容詞"	"ない"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"名詞"	"我慢"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"帰りがけ"
"助詞"	"に"
"記号"	"、"
"名詞"	"君"
"副詞"	"何でもかんでも"
"名詞"	"三"
"名詞"	"時"
"動詞"	"過る"
"助詞"	"まで"
"名詞"	"学校"
"助詞"	"に"
"動詞"	"いる"
"動詞"	"させる"
"名詞"	"の"
"助詞"	"は"
"名詞"	"愚"
"助動詞"	"だ"
"助詞"	"ぜ"
"助詞"	"と"
"名詞"	"山嵐"
"助詞"	"に"
"動詞"	"訴える"
"助動詞"	"た"
"記号"	"、"
"名詞"	"山嵐"
"助詞"	"は"
"副詞"	"そう"
"助詞"	"さ"
"名詞"	"アハハハ"
"助詞"	"と"
"動詞"	"笑う"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"名詞"	"あと"
"助詞"	"から"
"名詞"	"真面目"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"て"
"記号"	"、"
"名詞"	"君"
"副詞"	"あまり"
"名詞"	"学校"
"助詞"	"の"
"名詞"	"不平"
"助詞"	"を"
"動詞"	"云う"
"助詞"	"と"
"記号"	"、"
"動詞"	"いく"
"助動詞"	"ん"
"助詞"	"ぜ"
"記号"	"。"
"動詞"	"云う"
"助動詞"	"だ"
"名詞"	"僕"
"助詞"	"だけ"
"助詞"	"に"
"動詞"	"話せる"
"記号"	"、"
"副詞"	"随分"
"名詞"	"妙"
"助動詞"	"だ"
"名詞"	"人"
"助詞"	"も"
"動詞"	"居る"
"助詞"	"から"
"助詞"	"な"
"助詞"	"と"
"名詞"	"忠告"
"助詞"	"が"
"名詞"	"まし"
"名詞"	"医事"
"助詞"	"を"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"四つ角"
"助詞"	"で"
"動詞"	"分る"
"助動詞"	"た"
"助詞"	"から"
"形容詞"	"詳しい"
"名詞"	"事"
"助詞"	"は"
"動詞"	"聞く"
"名詞"	"ひま"
"助詞"	"が"
"形容詞"	"ない"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"それから"
"名詞"	"うち"
"助詞"	"へ"
"動詞"	"帰る"
"助詞"	"て"
"動詞"	"くる"
"助詞"	"と"
"記号"	"、"
"名詞"	"宿"
"助詞"	"の"
"名詞"	"亭主"
"助詞"	"が"
"名詞"	"お茶"
"助詞"	"を"
"動詞"	"入れる"
"助動詞"	"ます"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"て"
"動詞"	"やる"
"助詞"	"て"
"動詞"	"来る"
"記号"	"。"
"名詞"	"お茶"
"助詞"	"を"
"動詞"	"入れる"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"から"
"名詞"	"ご馳走"
"助詞"	"を"
"動詞"	"する"
"名詞"	"の"
"助詞"	"か"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"と"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"茶"
"助詞"	"を"
"形容詞"	"遠慮ない"
"動詞"	"入れる"
"助詞"	"て"
"名詞"	"自分"
"助詞"	"が"
"動詞"	"飲む"
"名詞"	"の"
"助動詞"	"だ"
"記号"	"。"
"連体詞"	"この"
"名詞"	"様子"
"助詞"	"で"
"助詞"	"は"
"名詞"	"留守"
"名詞"	"中"
"助詞"	"も"
"名詞"	"勝手"
"助詞"	"に"
"名詞"	"お茶"
"助詞"	"を"
"動詞"	"入れる"
"助動詞"	"ます"
"助動詞"	"う"
"助詞"	"を"
"名詞"	"一人"
"助詞"	"で"
"名詞"	"履行"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"助詞"	"かも"
"動詞"	"知れる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"亭主"
"助詞"	"が"
"動詞"	"云う"
"助詞"	"に"
"助詞"	"は"
"名詞"	"手前"
"助詞"	"は"
"名詞"	"書画"
"名詞"	"骨董"
"助詞"	"が"
"名詞"	"すき"
"助動詞"	"だ"
"記号"	"、"
"副詞"	"とうとう"
"連体詞"	"こんな"
"名詞"	"商"
"名詞"	"買"
"助詞"	"を"
"名詞"	"内々"
"助詞"	"で"
"動詞"	"始める"
"名詞"	"よう"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"ます"
"助動詞"	"た"
"記号"	"。"
"名詞"	"あなた"
"助詞"	"も"
"接頭詞"	"お"
"動詞"	"見受ける"
"動詞"	"申す"
"名詞"	"ところ"
"名詞"	"大分"
"接頭詞"	"ご"
"名詞"	"風流"
"助動詞"	"だ"
"動詞"	"いらっしゃる"
"助動詞"	"らしい"
"記号"	"。"
"副詞"	"ちと"
"名詞"	"道楽"
"助詞"	"に"
"接頭詞"	"お"
"名詞"	"始め"
"動詞"	"なする"
"助詞"	"て"
"助詞"	"は"
"名詞"	"いかが"
"助動詞"	"です"
"助詞"	"と"
"記号"	"、"
"動詞"	"飛ぶ"
"助詞"	"で"
"助詞"	"も"
"形容詞"	"ない"
"名詞"	"勧誘"
"助詞"	"を"
"動詞"	"やる"
"記号"	"。"
"名詞"	"二"
"名詞"	"年"
"名詞"	"前"
"動詞"	"ある"
"名詞"	"人"
"助詞"	"の"
"名詞"	"使"
"助詞"	"に"
"名詞"	"帝国ホテル"
"助詞"	"へ"
"動詞"	"行く"
"助動詞"	"た"
"名詞"	"時"
"助詞"	"は"
"名詞"	"錠前"
"名詞"	"直し"
"助詞"	"と"
"動詞"	"間違える"
"動詞"	"られる"
"助動詞"	"た"
"名詞"	"事"
"助詞"	"が"
"動詞"	"ある"
"記号"	"。"
"名詞"	"ケット"
"助詞"	"を"
"動詞"	"被る"
"助詞"	"て"
"記号"	"、"
"名詞"	"鎌倉の大仏"
"助詞"	"を"
"名詞"	"見物"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"時"
"助詞"	"は"
"名詞"	"車屋"
"助詞"	"から"
"名詞"	"親方"
"助詞"	"と"
"動詞"	"云う"
"動詞"	"れる"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"その"
"名詞"	"外"
"名詞"	"今日"
"助詞"	"まで"
"動詞"	"見る"
"名詞"	"損"
"名詞"	"われ"
"名詞"	"多事"
"助詞"	"は"
"副詞"	"随分"
"動詞"	"ある"
"助詞"	"が"
"記号"	"、"
"副詞"	"まだ"
"名詞"	"おれ"
"助詞"	"を"
"動詞"	"つる"
"動詞"	"まえる"
"助詞"	"て"
"名詞"	"大分"
"接頭詞"	"ご"
"名詞"	"風流"
"助動詞"	"だ"
"動詞"	"いらっしゃる"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"名詞"	"もの"
"助詞"	"は"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"大抵"
"助詞"	"は"
"名詞"	"なり"
"助詞"	"や"
"名詞"	"様子"
"助詞"	"で"
"助詞"	"も"
"動詞"	"分る"
"記号"	"。"
"名詞"	"風流"
"名詞"	"人"
"助詞"	"なんて"
"動詞"	"いう"
"名詞"	"もの"
"助詞"	"は"
"記号"	"、"
"名詞"	"画"
"助詞"	"を"
"動詞"	"見る"
"助詞"	"て"
"助詞"	"も"
"記号"	"、"
"名詞"	"頭巾"
"助詞"	"を"
"動詞"	"被る"
"助詞"	"か"
"名詞"	"短冊"
"助詞"	"を"
"動詞"	"持つ"
"動詞"	"てる"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"。"
"連体詞"	"この"
"名詞"	"おれ"
"助詞"	"を"
"名詞"	"風流"
"名詞"	"人"
"助動詞"	"だ"
"助詞"	"など"
"助詞"	"と"
"名詞"	"真面目"
"助詞"	"に"
"動詞"	"云う"
"名詞"	"の"
"助詞"	"は"
"名詞"	"ただ"
"助詞"	"の"
"名詞"	"曲者"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"連体詞"	"そんな"
"名詞"	"呑気"
"助動詞"	"だ"
"名詞"	"隠居"
"助詞"	"の"
"動詞"	"やる"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"事"
"助詞"	"は"
"名詞"	"嫌い"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"、"
"名詞"	"亭主"
"助詞"	"は"
"助詞"	"へ"
"助詞"	"へ"
"助詞"	"へ"
"助詞"	"へ"
"助詞"	"と"
"動詞"	"笑う"
"助詞"	"ながら"
"記号"	"、"
"動詞"	"いえる"
"動詞"	"始める"
"助詞"	"から"
"名詞"	"好き"
"助動詞"	"だ"
"名詞"	"もの"
"助詞"	"は"
"記号"	"、"
"名詞"	"どなた"
"助詞"	"も"
"助動詞"	"ござる"
"助動詞"	"ます"
"助動詞"	"ん"
"助詞"	"が"
"記号"	"、"
"副詞"	"いったん"
"名詞"	"この道"
"助詞"	"に"
"助詞"	"は"
"動詞"	"いる"
"助詞"	"と"
"副詞"	"なかなか"
"動詞"	"出る"
"動詞"	"られる"
