"parts"	"mor"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"その"
"名詞"	"時"
"名詞"	"勘太郎"
"助詞"	"は"
"動詞"	"逃げる"
"名詞"	"路"
"助詞"	"を"
"動詞"	"失う"
"助詞"	"て"
"記号"	"、"
"名詞"	"一生懸命"
"助詞"	"に"
"動詞"	"飛びかかる"
"助詞"	"て"
"動詞"	"くる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"向う"
"助詞"	"は"
"名詞"	"二つ"
"助詞"	"ばかり"
"名詞"	"年上"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"弱虫"
"助動詞"	"だ"
"助詞"	"が"
"名詞"	"力"
"助詞"	"は"
"形容詞"	"強い"
"記号"	"。"
"名詞"	"鉢"
"助詞"	"の"
"動詞"	"開く"
"助動詞"	"た"
"名詞"	"頭"
"助詞"	"を"
"記号"	"、"
"名詞"	"こっち"
"助詞"	"の"
"名詞"	"胸"
"助詞"	"へ"
"動詞"	"宛てる"
"助詞"	"て"
"副詞"	"ぐいぐい"
"動詞"	"押す"
"助動詞"	"た"
"名詞"	"拍子"
"助詞"	"に"
"記号"	"、"
"名詞"	"勘太郎"
"助詞"	"の"
"名詞"	"頭"
"助詞"	"が"
"動詞"	"すべる"
"助詞"	"て"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"袷"
"助詞"	"の"
"名詞"	"袖"
"助詞"	"の"
"名詞"	"中"
"助詞"	"に"
"動詞"	"はいる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"邪魔"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"て"
"名詞"	"手"
"助詞"	"が"
"動詞"	"使える"
"助動詞"	"ぬ"
"助詞"	"から"
"記号"	"、"
"接頭詞"	"無"
"副詞"	"暗に"
"名詞"	"手"
"助詞"	"を"
"動詞"	"振る"
"助動詞"	"た"
"記号"	"、"
"名詞"	"袖"
"助詞"	"の"
"名詞"	"中"
"助詞"	"に"
"動詞"	"ある"
"名詞"	"勘太郎"
"助詞"	"の"
"名詞"	"頭"
"助詞"	"が"
"記号"	"、"
"名詞"	"右左"
"助詞"	"へ"
"副詞"	"ぐらぐら"
"動詞"	"靡く"
"助動詞"	"た"
"記号"	"。"
"副詞"	"しまいに"
"形容詞"	"苦しい"
"動詞"	"がる"
"助詞"	"て"
"名詞"	"袖"
"助詞"	"の"
"名詞"	"中"
"助詞"	"から"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"二の腕"
"助詞"	"へ"
"動詞"	"食う"
"動詞"	"付く"
"助動詞"	"た"
"記号"	"。"
"形容詞"	"痛い"
"助動詞"	"た"
"助詞"	"から"
"名詞"	"勘太郎"
"助詞"	"を"
"名詞"	"垣根"
"助詞"	"へ"
"動詞"	"押しつける"
"助詞"	"て"
"動詞"	"おく"
"助詞"	"て"
"記号"	"、"
"名詞"	"足搦み"
"助詞"	"を"
"副詞"	"かけて"
"名詞"	"向う"
"助詞"	"へ"
"動詞"	"倒す"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"山城屋"
"助詞"	"の"
"名詞"	"地面"
"助詞"	"は"
"名詞"	"菜園"
"助詞"	"より"
"名詞"	"六尺"
"助詞"	"が"
"助動詞"	"た"
"形容詞"	"低い"
"記号"	"。"
"名詞"	"勘太郎"
"助詞"	"は"
"名詞"	"四つ目"
"名詞"	"垣"
"助詞"	"を"
"名詞"	"半分"
"動詞"	"崩す"
"助詞"	"て"
"記号"	"、"
"名詞"	"自分"
"助詞"	"の"
"名詞"	"領分"
"助詞"	"へ"
"名詞"	"真逆様"
"助詞"	"に"
"動詞"	"落ちる"
"助詞"	"て"
"記号"	"、"
"名詞"	"ぐう"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"勘太郎"
"助詞"	"が"
"動詞"	"落ちる"
"名詞"	"とき"
"助詞"	"に"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"袷"
"助詞"	"の"
"接頭詞"	"片"
"名詞"	"袖"
"助詞"	"が"
"動詞"	"もげる"
"助詞"	"て"
"記号"	"、"
"名詞"	"急"
"助詞"	"に"
"名詞"	"手"
"助詞"	"が"
"名詞"	"自由"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"その"
"名詞"	"晩"
"名詞"	"母"
"助詞"	"が"
"名詞"	"山城屋"
"助詞"	"に"
"名詞"	"詫び"
"助詞"	"に"
"動詞"	"行く"
"助動詞"	"た"
"名詞"	"ついで"
"助詞"	"に"
"名詞"	"袷"
"助詞"	"の"
"接頭詞"	"片"
"名詞"	"袖"
"助詞"	"も"
"動詞"	"取り返す"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"この"
"名詞"	"外"
"名詞"	"いたずら"
"助詞"	"は"
"副詞"	"大分"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"大工"
"助詞"	"の"
"名詞"	"兼"
"名詞"	"公"
"助詞"	"と"
"名詞"	"肴屋"
"助詞"	"の"
"名詞"	"角"
"助詞"	"を"
"動詞"	"つれる"
"助詞"	"て"
"記号"	"、"
"名詞"	"茂作"
"助詞"	"の"
"名詞"	"人参"
"名詞"	"畠"
"助詞"	"を"
"動詞"	"あらす"
"助動詞"	"た"
"名詞"	"事"
"助詞"	"が"
"動詞"	"ある"
"記号"	"。"
"名詞"	"人参"
"助詞"	"の"
"名詞"	"芽"
"助詞"	"が"
"動詞"	"出揃う"
"助動詞"	"ぬ"
"名詞"	"処"
"助詞"	"へ"
"名詞"	"藁"
"助詞"	"が"
"名詞"	"一面"
"助詞"	"に"
"動詞"	"敷く"
"助詞"	"て"
"動詞"	"ある"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"連体詞"	"その"
"名詞"	"上"
"助詞"	"で"
"名詞"	"三"
"名詞"	"人"
"助詞"	"が"
"名詞"	"半日"
"名詞"	"相撲"
"助詞"	"を"
"動詞"	"とる"
"動詞"	"つづける"
"助詞"	"に"
"動詞"	"取る"
"助動詞"	"た"
"記号"	"、"
"名詞"	"人参"
"助詞"	"が"
"名詞"	"みんな"
"動詞"	"踏みつぶす"
"動詞"	"れる"
"助詞"	"て"
"動詞"	"しまう"
"助動詞"	"た"
"記号"	"。"
"名詞"	"古川"
"助詞"	"の"
"動詞"	"持つ"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"田圃"
"助詞"	"の"
"名詞"	"井戸"
"助詞"	"を"
"動詞"	"埋める"
"助詞"	"て"
"名詞"	"尻"
"助詞"	"を"
"動詞"	"持ち込む"
"動詞"	"れる"
"助動詞"	"た"
"名詞"	"事"
"助詞"	"も"
"動詞"	"ある"
"記号"	"。"
"形容詞"	"太い"
"名詞"	"孟宗"
"助詞"	"の"
"名詞"	"節"
"助詞"	"を"
"動詞"	"抜く"
"助詞"	"て"
"記号"	"、"
"形容詞"	"深い"
"動詞"	"埋める"
"助動詞"	"た"
"名詞"	"中"
"助詞"	"から"
"名詞"	"水"
"助詞"	"が"
"動詞"	"湧き出る"
"助詞"	"て"
"記号"	"、"
"名詞"	"底意"
"名詞"	"ら"
"助詞"	"の"
"名詞"	"稲"
"助詞"	"に"
"動詞"	"みる"
"助動詞"	"ぬ"
"助詞"	"が"
"動詞"	"かかる"
"名詞"	"仕掛"
"助動詞"	"だ"
"助動詞"	"ある"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"その"
"名詞"	"時分"
"助詞"	"は"
"連体詞"	"どんな"
"名詞"	"仕掛"
"助詞"	"か"
"動詞"	"知る"
"助動詞"	"ぬ"
"助詞"	"から"
"記号"	"、"
"名詞"	"石"
"助詞"	"や"
"名詞"	"棒"
"動詞"	"ちぎれる"
"助詞"	"を"
"副詞"	"ぎゅうぎゅう"
"名詞"	"井戸"
"助詞"	"の"
"名詞"	"中"
"助詞"	"へ"
"動詞"	"挿す"
"動詞"	"込む"
"助詞"	"で"
"記号"	"、"
"名詞"	"水"
"助詞"	"が"
"動詞"	"出る"
"助動詞"	"ない"
"動詞"	"なる"
"助動詞"	"た"
"名詞"	"の"
"助詞"	"を"
"動詞"	"見届ける"
"助詞"	"て"
"記号"	"、"
"名詞"	"うち"
"助詞"	"へ"
"動詞"	"帰る"
"助詞"	"て"
"名詞"	"飯"
"助詞"	"を"
"動詞"	"食う"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"、"
"名詞"	"古川"
"助詞"	"が"
"名詞"	"真赤"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"て"
"動詞"	"怒鳴り込む"
"助詞"	"で"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"副詞"	"たしか"
"名詞"	"罰金"
"助詞"	"を"
"動詞"	"出す"
"助詞"	"て"
"動詞"	"済む"
"助動詞"	"だ"
"名詞"	"よう"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"おやじ"
"助詞"	"は"
"副詞"	"ちっとも"
"名詞"	"おれ"
"助詞"	"を"
"動詞"	"可愛がる"
"助詞"	"て"
"動詞"	"くれる"
"助動詞"	"ない"
"助動詞"	"た"
"記号"	"。"
"名詞"	"母"
"助詞"	"は"
"名詞"	"兄"
"助詞"	"ばかり"
"名詞"	"贔屓"
"助詞"	"に"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"この"
"名詞"	"兄"
"助詞"	"は"
"名詞"	"や"
"助詞"	"に"
"名詞"	"色"
"助詞"	"が"
"形容詞"	"白い"
"助詞"	"て"
"記号"	"、"
"名詞"	"芝居"
"助詞"	"の"
"名詞"	"真似"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"名詞"	"女形"
"助詞"	"に"
"動詞"	"なる"
"名詞"	"の"
"助詞"	"が"
"名詞"	"好き"
"助動詞"	"だ"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"を"
"動詞"	"見る"
"名詞"	"度"
"助詞"	"に"
"名詞"	"こいつ"
"助詞"	"は"
"副詞"	"どうせ"
"名詞"	"碌"
"助動詞"	"だ"
"名詞"	"もの"
"助詞"	"に"
"助詞"	"は"
"動詞"	"なる"
"助動詞"	"ない"
"助詞"	"と"
"記号"	"、"
"名詞"	"おやじ"
"助詞"	"が"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"乱暴"
"助詞"	"で"
"名詞"	"乱暴"
"助詞"	"で"
"名詞"	"行く先"
"助詞"	"が"
"動詞"	"案じる"
"動詞"	"られる"
"助詞"	"と"
"名詞"	"母"
"助詞"	"が"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"感動詞"	"なるほど"
"名詞"	"碌"
"助動詞"	"だ"
"名詞"	"もの"
"助詞"	"に"
"助詞"	"は"
"動詞"	"なる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"ご覧"
"助詞"	"の"
"名詞"	"通り"
"助詞"	"の"
"名詞"	"始末"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"行く先"
"助詞"	"が"
"動詞"	"案じる"
"動詞"	"られる"
"助動詞"	"た"
"名詞"	"の"
"助詞"	"も"
"名詞"	"無理"
"助詞"	"は"
"助動詞"	"ない"
"記号"	"。"
"接続詞"	"ただ"
"名詞"	"懲役"
"助詞"	"に"
"動詞"	"行く"
"助動詞"	"ない"
"助詞"	"で"
"動詞"	"生きる"
"助詞"	"て"
"動詞"	"いる"
"助詞"	"ばかり"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"母"
"助詞"	"が"
"名詞"	"病気"
"助詞"	"で"
"動詞"	"死ぬ"
"名詞"	"二"
"名詞"	"三"
"名詞"	"日"
"名詞"	"前"
"名詞"	"台所"
"助詞"	"で"
"名詞"	"宙返り"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"感動詞"	"へっ"
"副詞"	"つい"
"助詞"	"の"
"名詞"	"角"
"助詞"	"で"
"名詞"	"肋骨"
"助詞"	"を"
"動詞"	"撲る"
"助詞"	"て"
"副詞"	"大いに"
"形容詞"	"痛い"
"助動詞"	"た"
"記号"	"。"
"名詞"	"母"
"助詞"	"が"
"副詞"	"大層"
"動詞"	"怒る"
"助詞"	"て"
"記号"	"、"
"名詞"	"お前"
"助詞"	"の"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"もの"
"助詞"	"の"
"名詞"	"顔"
"助詞"	"は"
"動詞"	"見る"
"助動詞"	"たい"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"から"
"記号"	"、"
"名詞"	"親類"
"助詞"	"へ"
"名詞"	"泊り"
"助詞"	"に"
"動詞"	"行く"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"動詞"	"する"
"助詞"	"と"
"副詞"	"とうとう"
"動詞"	"死ぬ"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"名詞"	"報知"
"助詞"	"が"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"副詞"	"そう"
"形容詞"	"早い"
"動詞"	"死ぬ"
"助詞"	"と"
"助詞"	"は"
"動詞"	"思う"
"助動詞"	"ない"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"そんな"
"名詞"	"大病"
"助動詞"	"だ"
"記号"	"、"
"副詞"	"もう少し"
"形容詞"	"大人しい"
"動詞"	"する"
"助詞"	"ば"
"形容詞"	"よい"
"助動詞"	"た"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"動詞"	"帰る"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"副詞"	"そう"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"例"
"助詞"	"の"
"名詞"	"兄"
"助詞"	"が"
"名詞"	"おれ"
"助詞"	"を"
"名詞"	"親不孝"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"ため"
"助詞"	"に"
"記号"	"、"
"名詞"	"おっかさん"
"助詞"	"が"
"形容詞"	"早い"
"動詞"	"死ぬ"
"助動詞"	"だ"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"形容詞"	"口惜しい"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"名詞"	"兄"
"助詞"	"の"
"名詞"	"横っ面"
"助詞"	"を"
"動詞"	"張る"
"助詞"	"て"
"名詞"	"大変"
"動詞"	"叱る"
"動詞"	"れる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"母"
"助詞"	"が"
"動詞"	"死ぬ"
"助詞"	"で"
"助詞"	"から"
"助詞"	"は"
"記号"	"、"
"名詞"	"おやじ"
"助詞"	"と"
"名詞"	"兄"
"助詞"	"と"
"名詞"	"三"
"名詞"	"人"
"助詞"	"で"
"動詞"	"暮す"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おやじ"
"助詞"	"は"
"名詞"	"何"
"助詞"	"に"
"助詞"	"も"
"動詞"	"する"
"助動詞"	"ぬ"
"名詞"	"男"
"助詞"	"で"
"記号"	"、"
"名詞"	"人"
"助詞"	"の"
"名詞"	"顔"
"助詞"	"さえ"
"動詞"	"見る"
"助詞"	"ば"
"名詞"	"貴様"
"助詞"	"は"
"名詞"	"駄目"
"助動詞"	"だ"
"名詞"	"駄目"
"助動詞"	"だ"
"助詞"	"と"
"名詞"	"口癖"
"助詞"	"の"
"名詞"	"よう"
"助詞"	"に"
"動詞"	"云う"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"何"
"助詞"	"が"
"名詞"	"駄目"
"助動詞"	"だ"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"か"
"名詞"	"今"
"助詞"	"に"
"動詞"	"分る"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"妙"
"助動詞"	"だ"
"名詞"	"おやじ"
"助詞"	"が"
"動詞"	"ある"
"助動詞"	"た"
"名詞"	"もん"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"兄"
"助詞"	"は"
"名詞"	"実業家"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"とか"
"動詞"	"云う"
"助詞"	"て"
"副詞"	"しきりに"
"名詞"	"英語"
"助詞"	"を"
"名詞"	"勉強"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"元来"
"名詞"	"女"
"助詞"	"の"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"性分"
"助詞"	"で"
"記号"	"、"
"形容詞"	"ずるい"
"助詞"	"から"
"記号"	"、"
"名詞"	"仲"
"助詞"	"が"
"形容詞"	"よい"
"助動詞"	"ない"
"助動詞"	"た"
"記号"	"。"
"名詞"	"十日"
"助詞"	"に"
"名詞"	"一"
"名詞"	"遍"
"助詞"	"ぐらい"
"助詞"	"の"
"名詞"	"割"
"助詞"	"で"
"名詞"	"喧嘩"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"ある時"
"名詞"	"将棋"
"助詞"	"を"
"動詞"	"さす"
"助動詞"	"た"
"名詞"	"卑怯"
"助動詞"	"だ"
"名詞"	"待"
"名詞"	"駒"
"助詞"	"を"
"動詞"	"する"
"助詞"	"て"
"記号"	"、"
"名詞"	"人"
"助詞"	"が"
"動詞"	"困る"
"助詞"	"と"
"形容詞"	"嬉しい"
"名詞"	"そう"
"助詞"	"に"
"動詞"	"冷やかす"
"助動詞"	"た"
"記号"	"。"
"副詞"	"あんまり"
"名詞"	"腹"
"助詞"	"が"
"動詞"	"立つ"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"名詞"	"手"
"助詞"	"に"
"動詞"	"在る"
"助動詞"	"た"
"名詞"	"飛車"
"助詞"	"を"
"名詞"	"眉間"
"助詞"	"へ"
"名詞"	"擲"
"動詞"	"きつける"
"助詞"	"て"
"動詞"	"やる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"眉間"
"助詞"	"が"
"動詞"	"割れる"
"助詞"	"て"
"副詞"	"少々"
"名詞"	"血"
"助詞"	"が"
"動詞"	"出る"
"助動詞"	"た"
"記号"	"。"
"名詞"	"兄"
"助詞"	"が"
"名詞"	"おやじ"
"助詞"	"に"
"動詞"	"言付ける"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おやじ"
"助詞"	"が"
"名詞"	"おれ"
"助詞"	"を"
"名詞"	"勘当"
"動詞"	"する"
"助詞"	"と"
"動詞"	"言う"
"動詞"	"出す"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"その"
"名詞"	"時"
"助詞"	"は"
"副詞"	"もう"
"名詞"	"仕方がない"
"助詞"	"と"
