"parts"	"mor"
"助詞"	"だって"
"記号"	"、"
"名詞"	"鳥"
"助詞"	"だって"
"動詞"	"殺す"
"動詞"	"れる"
"助詞"	"より"
"動詞"	"生きる"
"動詞"	"てる"
"名詞"	"方"
"助詞"	"が"
"名詞"	"楽"
"助詞"	"に"
"動詞"	"極まる"
"動詞"	"てる"
"記号"	"。"
"名詞"	"釣"
"助詞"	"や"
"名詞"	"猟"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"ない"
"助詞"	"ちゃ"
"名詞"	"活計"
"助詞"	"が"
"動詞"	"たつ"
"助動詞"	"ない"
"助動詞"	"だ"
"名詞"	"格別"
"助動詞"	"だ"
"助詞"	"が"
"記号"	"、"
"名詞"	"何"
"名詞"	"不足"
"形容詞"	"ない"
"動詞"	"暮す"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"上"
"助詞"	"に"
"記号"	"、"
"名詞"	"生き物"
"助詞"	"を"
"動詞"	"殺す"
"助動詞"	"ない"
"助詞"	"ちゃ"
"動詞"	"寝る"
"動詞"	"られる"
"助動詞"	"ない"
"助詞"	"なんて"
"名詞"	"贅沢"
"助動詞"	"だ"
"名詞"	"話"
"助動詞"	"だ"
"記号"	"。"
"副詞"	"こう"
"動詞"	"思う"
"助動詞"	"た"
"助詞"	"が"
"名詞"	"向う"
"助詞"	"は"
"名詞"	"文学"
"名詞"	"士"
"助詞"	"だけ"
"助詞"	"に"
"名詞"	"口"
"助詞"	"が"
"名詞"	"達者"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"議論"
"助詞"	"じゃ"
"動詞"	"叶う"
"助動詞"	"ない"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"記号"	"、"
"動詞"	"だまる"
"動詞"	"てる"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"すると"
"名詞"	"先生"
"連体詞"	"この"
"名詞"	"おれ"
"助詞"	"を"
"名詞"	"降参"
"動詞"	"する"
"動詞"	"せる"
"助動詞"	"た"
"助詞"	"と"
"名詞"	"疳"
"名詞"	"違い"
"動詞"	"する"
"助詞"	"て"
"記号"	"、"
"副詞"	"早速"
"名詞"	"伝授"
"動詞"	"する"
"助動詞"	"ます"
"助動詞"	"う"
"記号"	"。"
"接頭詞"	"お"
"名詞"	"ひま"
"助動詞"	"だ"
"記号"	"、"
"接頭詞"	"今"
"名詞"	"日動"
"助動詞"	"です"
"記号"	"、"
"名詞"	"いっしょ"
"助詞"	"に"
"動詞"	"行く"
"助詞"	"ちゃ"
"記号"	"。"
"名詞"	"吉川"
"名詞"	"君"
"助詞"	"と"
"名詞"	"二人"
"名詞"	"ぎりじゃ"
"記号"	"、"
"形容詞"	"淋しい"
"助詞"	"から"
"記号"	"、"
"動詞"	"来る"
"助動詞"	"た"
"フィラー"	"ま"
"フィラー"	"えと"
"副詞"	"しきりに"
"動詞"	"勧める"
"記号"	"。"
"名詞"	"吉川"
"名詞"	"君"
"助詞"	"という"
"名詞"	"の"
"助詞"	"は"
"名詞"	"画"
"名詞"	"学"
"助詞"	"の"
"名詞"	"教師"
"助詞"	"で"
"名詞"	"例"
"助詞"	"の"
"名詞"	"野"
"名詞"	"だい"
"連体詞"	"この"
"名詞"	"事"
"助動詞"	"だ"
"記号"	"。"
"連体詞"	"この"
"名詞"	"野"
"助動詞"	"だ"
"助詞"	"は"
"記号"	"、"
"連体詞"	"どういう"
"名詞"	"了見"
"助動詞"	"だ"
"助詞"	"か"
"記号"	"、"
"名詞"	"赤シャツ"
"助詞"	"の"
"名詞"	"うち"
"助詞"	"へ"
"名詞"	"朝夕"
"名詞"	"出入"
"動詞"	"する"
"助詞"	"て"
"記号"	"、"
"名詞"	"どこ"
"助詞"	"へ"
"助詞"	"で"
"助詞"	"も"
"名詞"	"随行"
"動詞"	"する"
"助詞"	"て"
"動詞"	"行く"
"記号"	"。"
"副詞"	"まるで"
"名詞"	"同輩"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"主従"
"動詞"	"みる"
"助動詞"	"た"
"名詞"	"よう"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"の"
"動詞"	"行く"
"名詞"	"所"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"野"
"助動詞"	"だ"
"助詞"	"は"
"副詞"	"必ず"
"動詞"	"行く"
"助詞"	"に"
"名詞"	"極"
"助詞"	"って"
"動詞"	"いる"
"名詞"	"ん"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"副詞"	"今さら"
"名詞"	"驚"
"名詞"	"ろ"
"動詞"	"くる"
"助詞"	"も"
"動詞"	"する"
"助動詞"	"ない"
"助詞"	"が"
"記号"	"、"
"名詞"	"二人"
"助詞"	"で"
"動詞"	"行く"
"助詞"	"ば"
"動詞"	"済む"
"名詞"	"ところ"
"助詞"	"を"
"記号"	"、"
"副詞"	"なんで"
"名詞"	"無愛想"
"助詞"	"の"
"名詞"	"おれ"
"助詞"	"へ"
"名詞"	"口"
"助詞"	"を"
"動詞"	"掛ける"
"助動詞"	"た"
"名詞"	"ん"
"助動詞"	"だ"
"助動詞"	"う"
"記号"	"。"
"名詞"	"大方"
"名詞"	"高慢ちき"
"助動詞"	"だ"
"名詞"	"釣"
"名詞"	"道楽"
"助詞"	"で"
"記号"	"、"
"名詞"	"自分"
"助詞"	"の"
"動詞"	"釣る"
"名詞"	"ところ"
"助詞"	"を"
"名詞"	"おれ"
"助詞"	"に"
"動詞"	"見せびらかす"
"名詞"	"つもり"
"助詞"	"か"
"助詞"	"なんか"
"助詞"	"で"
"動詞"	"誘う"
"助動詞"	"た"
"助詞"	"に"
"名詞"	"違い"
"助動詞"	"ない"
"記号"	"。"
"連体詞"	"そんな"
"名詞"	"事"
"助詞"	"で"
"動詞"	"見せびらかす"
"動詞"	"れる"
"名詞"	"おれ"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"鮪"
"助詞"	"の"
"名詞"	"二"
"名詞"	"匹"
"助詞"	"や"
"名詞"	"三"
"名詞"	"匹"
"動詞"	"釣る"
"助詞"	"たって"
"記号"	"、"
"副詞"	"びくと"
"助詞"	"も"
"動詞"	"する"
"名詞"	"もん"
"助詞"	"か"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"だって"
"名詞"	"人間"
"助動詞"	"だ"
"記号"	"、"
"副詞"	"いくら"
"名詞"	"下手"
"助詞"	"だって"
"名詞"	"糸"
"助詞"	"さえ"
"動詞"	"卸す"
"記号"	"、"
"名詞"	"何"
"助詞"	"か"
"動詞"	"かかる"
"助動詞"	"だ"
"助動詞"	"う"
"記号"	"、"
"名詞"	"ここ"
"助詞"	"で"
"名詞"	"おれ"
"助詞"	"が"
"動詞"	"行く"
"助動詞"	"ない"
"助詞"	"と"
"記号"	"、"
"名詞"	"赤シャツ"
"助詞"	"の"
"名詞"	"事"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"下手"
"助動詞"	"だ"
"助詞"	"から"
"動詞"	"行く"
"助動詞"	"ない"
"名詞"	"ん"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"嫌い"
"助動詞"	"だ"
"助詞"	"から"
"動詞"	"行く"
"助動詞"	"ない"
"名詞"	"ん"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"と"
"名詞"	"邪推"
"動詞"	"する"
"助詞"	"に"
"名詞"	"相違"
"形容詞"	"ない"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"副詞"	"こう"
"動詞"	"考える"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"動詞"	"行く"
"助動詞"	"ます"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"答える"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"それから"
"記号"	"、"
"名詞"	"学校"
"助詞"	"を"
"動詞"	"しまう"
"助詞"	"て"
"記号"	"、"
"副詞"	"一応"
"名詞"	"うち"
"助詞"	"へ"
"動詞"	"帰る"
"助詞"	"て"
"記号"	"、"
"名詞"	"支度"
"助詞"	"を"
"動詞"	"整える"
"助詞"	"て"
"記号"	"、"
"名詞"	"停車場"
"助詞"	"で"
"名詞"	"赤"
"名詞"	"シャツ"
"助詞"	"と"
"名詞"	"野"
"助動詞"	"だ"
"助詞"	"を"
"動詞"	"待ち合せる"
"助詞"	"て"
"名詞"	"浜"
"助詞"	"へ"
"動詞"	"行く"
"助動詞"	"た"
"記号"	"。"
"名詞"	"船頭"
"助詞"	"は"
"名詞"	"一人"
"助詞"	"で"
"記号"	"、"
"名詞"	"船"
"助詞"	"は"
"形容詞"	"細長い"
"名詞"	"東京"
"名詞"	"辺"
"助詞"	"で"
"助詞"	"は"
"動詞"	"見る"
"助動詞"	"た"
"名詞"	"事"
"助詞"	"も"
"形容詞"	"ない"
"名詞"	"恰好"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"さっき"
"助詞"	"から"
"名詞"	"船中"
"動詞"	"見渡す"
"助詞"	"が"
"名詞"	"釣竿"
"助詞"	"が"
"名詞"	"一本"
"助詞"	"も"
"動詞"	"見える"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"釣竿"
"形容詞"	"ない"
"助動詞"	"だ"
"名詞"	"釣"
"助詞"	"が"
"動詞"	"出来る"
"名詞"	"もの"
"助詞"	"か"
"記号"	"、"
"副詞"	"どう"
"動詞"	"する"
"名詞"	"了見"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"と"
"記号"	"、"
"名詞"	"野"
"助詞"	"だに"
"動詞"	"聞く"
"助詞"	"と"
"記号"	"、"
"名詞"	"沖"
"名詞"	"釣"
"助詞"	"に"
"助詞"	"は"
"名詞"	"竿"
"助詞"	"は"
"動詞"	"用いる"
"助動詞"	"ます"
"助動詞"	"ん"
"記号"	"、"
"名詞"	"糸"
"助詞"	"だけ"
"助詞"	"で"
"名詞"	"ゲスト"
"名詞"	"顋"
"助詞"	"を"
"動詞"	"撫でる"
"助詞"	"て"
"名詞"	"黒人"
"動詞"	"じみる"
"助動詞"	"た"
"名詞"	"事"
"助詞"	"を"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"副詞"	"こう"
"動詞"	"遣り込める"
"動詞"	"られる"
"助詞"	"くらい"
"助動詞"	"だ"
"動詞"	"だまる"
"助詞"	"て"
"動詞"	"いる"
"助詞"	"ば"
"形容詞"	"よい"
"助動詞"	"た"
"記号"	"。"
"名詞"	"船頭"
"助詞"	"は"
"副詞"	"ゆっくり"
"副詞"	"ゆっくり"
"動詞"	"漕ぐ"
"助詞"	"で"
"動詞"	"いる"
"助詞"	"が"
"名詞"	"熟練"
"助詞"	"は"
"動詞"	"恐る"
"助動詞"	"き"
"名詞"	"いも"
"助詞"	"ので"
"記号"	"、"
"動詞"	"見返る"
"動詞"	"える"
"助詞"	"と"
"記号"	"、"
"名詞"	"浜"
"助詞"	"が"
"形容詞"	"小さい"
"動詞"	"見える"
"助詞"	"くらい"
"副詞"	"もう"
"動詞"	"出る"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"接頭詞"	"高"
"名詞"	"柏寺"
"助詞"	"の"
"名詞"	"五重の塔"
"助詞"	"が"
"名詞"	"森"
"助詞"	"の"
"名詞"	"上"
"助詞"	"へ"
"動詞"	"抜け出す"
"助詞"	"て"
"名詞"	"針"
"助詞"	"の"
"名詞"	"よう"
"助詞"	"に"
"動詞"	"尖る"
"動詞"	"がる"
"動詞"	"てる"
"記号"	"。"
"名詞"	"向う側"
"助詞"	"を"
"動詞"	"見る"
"助詞"	"と"
"名詞"	"青嶋"
"助詞"	"が"
"動詞"	"浮く"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"これ"
"助詞"	"は"
"名詞"	"人"
"助詞"	"の"
"動詞"	"住む"
"助動詞"	"ない"
"名詞"	"島"
"助動詞"	"だ"
"名詞"	"そうだ"
"記号"	"。"
"副詞"	"よく"
"動詞"	"見る"
"助詞"	"と"
"名詞"	"石"
"助詞"	"と"
"名詞"	"松"
"助詞"	"ばかり"
"助動詞"	"だ"
"記号"	"。"
"感動詞"	"なるほど"
"名詞"	"石"
"助詞"	"と"
"名詞"	"松"
"助詞"	"ばかり"
"助詞"	"じゃ"
"動詞"	"住める"
"動詞"	"く"
"動詞"	"くる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"は"
"記号"	"、"
"副詞"	"しきりに"
"名詞"	"眺望"
"動詞"	"する"
"助詞"	"て"
"形容詞"	"いい"
"名詞"	"景色"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"動詞"	"てる"
"記号"	"。"
"名詞"	"野"
"助動詞"	"だ"
"助詞"	"は"
"名詞"	"絶景"
"助詞"	"で"
"名詞"	"ゲスト"
"動詞"	"云う"
"動詞"	"てる"
"記号"	"。"
"名詞"	"絶景"
"助動詞"	"だ"
"助詞"	"か"
"副詞"	"何だか"
"動詞"	"知る"
"助動詞"	"ない"
"助詞"	"が"
"記号"	"、"
"形容詞"	"いい"
"名詞"	"心持ち"
"助詞"	"に"
"助詞"	"は"
"名詞"	"相違"
"形容詞"	"ない"
"記号"	"。"
"副詞"	"ひろびろ"
"助詞"	"と"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"海"
"助詞"	"の"
"名詞"	"上"
"助詞"	"で"
"記号"	"、"
"名詞"	"潮風"
"助詞"	"に"
"動詞"	"吹く"
"動詞"	"れる"
"名詞"	"の"
"助詞"	"は"
"名詞"	"薬"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"いや"
"助詞"	"に"
"名詞"	"腹"
"助詞"	"が"
"動詞"	"減る"
"記号"	"。"
"記号"	"「"
"連体詞"	"あの"
"名詞"	"松"
"助詞"	"を"
"動詞"	"見る"
"名詞"	"たまえ"
"記号"	"、"
"名詞"	"幹"
"助詞"	"が"
"名詞"	"真直"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"上"
"助詞"	"が"
"名詞"	"傘"
"助詞"	"の"
"名詞"	"よう"
"助詞"	"に"
"動詞"	"開く"
"助詞"	"て"
"名詞"	"ターナー"
"助詞"	"の"
"名詞"	"画"
"助詞"	"に"
"動詞"	"ある"
"名詞"	"そう"
"助動詞"	"だ"
"助詞"	"ね"
"記号"	"」"
"助詞"	"と"
"名詞"	"赤シャツ"
"助詞"	"が"
"名詞"	"野"
"助詞"	"だに"
"動詞"	"云う"
"助詞"	"と"
"記号"	"、"
"名詞"	"野"
"助動詞"	"だ"
"助詞"	"は"
"記号"	"「"
"副詞"	"全く"
"名詞"	"ターナー"
"助動詞"	"です"
"助詞"	"ね"
"記号"	"。"
"副詞"	"どうも"
"フィラー"	"あの"
"名詞"	"曲り"
"名詞"	"具"
"動詞"	"合う"
"助動詞"	"た"
"動詞"	"ある"
"助動詞"	"ます"
"助動詞"	"ん"
"助詞"	"ね"
"記号"	"。"
"名詞"	"ターナー"
"副詞"	"そっくり"
"助動詞"	"です"
"助詞"	"よ"
"記号"	"」"
"助詞"	"と"
"名詞"	"心得顔"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"名詞"	"ターナー"
"助詞"	"と"
"助詞"	"は"
"名詞"	"何"
"助詞"	"の"
"名詞"	"事"
"助動詞"	"だ"
"助詞"	"か"
"動詞"	"知る"
"助動詞"	"ない"
"助詞"	"が"
"記号"	"、"
"動詞"	"聞く"
"助動詞"	"ない"
"助詞"	"で"
"助詞"	"も"
"動詞"	"困る"
"助動詞"	"ない"
"名詞"	"事"
"助動詞"	"だ"
"助詞"	"から"
"動詞"	"黙る"
"助詞"	"て"
"動詞"	"いる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"舟"
"助詞"	"は"
"名詞"	"島"
"助詞"	"を"
"名詞"	"右"
"助詞"	"に"
"動詞"	"見る"
"助詞"	"て"
"副詞"	"ぐるり"
"助詞"	"と"
"動詞"	"廻る"
"助動詞"	"た"
"記号"	"。"
"名詞"	"波"
"助詞"	"は"
"名詞"	"全区"
"形容詞"	"ない"
"記号"	"。"
"名詞"	"これ"
"助詞"	"で"
"名詞"	"海"
"助動詞"	"だ"
"助詞"	"と"
"助詞"	"は"
"動詞"	"受け取る"
"形容詞"	"にくい"
"助詞"	"ほど"
"名詞"	"平"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"の"
"名詞"	"お陰"
"助詞"	"で"
"副詞"	"はなはだ"
"名詞"	"愉快"
"助動詞"	"だ"
"記号"	"。"
"動詞"	"出来る"
"名詞"	"事"
"助動詞"	"だ"
"記号"	"、"
"連体詞"	"あの"
"名詞"	"島"
"助詞"	"の"
"名詞"	"上"
"助詞"	"へ"
"動詞"	"上がる"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"たい"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"連体詞"	"あの"
"名詞"	"岩"
"助詞"	"の"
"動詞"	"ある"
"名詞"	"所"
"助詞"	"へ"
"助詞"	"は"
"名詞"	"舟"
"助詞"	"は"
"動詞"	"つける"
"動詞"	"られる"
"助動詞"	"ない"
"名詞"	"ん"
"助動詞"	"です"
"助詞"	"か"
"助詞"	"と"
"動詞"	"聞く"
"助詞"	"て"
"動詞"	"みる"
"助動詞"	"た"
"記号"	"。"
"動詞"	"つける"
"動詞"	"られる"
"名詞"	"事"
"助詞"	"も"
"形容詞"	"ない"
"助動詞"	"です"
"助詞"	"が"
"記号"	"、"
"名詞"	"釣"
"助詞"	"を"
"動詞"	"する"
"助詞"	"に"
"助詞"	"は"
"記号"	"、"
"副詞"	"あまり"
"名詞"	"岸"
"助詞"	"じゃ"
"動詞"	"いける"
"助動詞"	"ない"
"助動詞"	"です"
"助詞"	"と"
"名詞"	"赤シャツ"
"助詞"	"が"
"名詞"	"異議"
"助詞"	"を"
"動詞"	"申し立てる"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"動詞"	"黙る"
"動詞"	"てる"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"すると"
"名詞"	"野"
"助動詞"	"だ"
"助詞"	"が"
"副詞"	"どう"
"助動詞"	"です"
"名詞"	"教頭"
"記号"	"、"
"副詞"	"これから"
"連体詞"	"あの"
"名詞"	"島"
"助詞"	"を"
"名詞"	"ターナー"
"名詞"	"島"
"助詞"	"と"
"動詞"	"名づける"
"助動詞"	"う"
"助詞"	"じゃ"
"動詞"	"ある"
"助動詞"	"ます"
"助動詞"	"ん"
"助詞"	"か"
"助詞"	"と"
"名詞"	"余計"
"助動詞"	"だ"
"名詞"	"発議"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"は"
"名詞"	"そいつ"
"助詞"	"は"
"形容詞"	"面白い"
"記号"	"、"
"名詞"	"吾"
"記号"	"々"
"助詞"	"は"
"副詞"	"これから"
"副詞"	"そう"
"動詞"	"云う"
"助動詞"	"う"
"助詞"	"と"
"名詞"	"賛成"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"連体詞"	"この"
"名詞"	"吾"
"記号"	"々"
"助詞"	"の"
"名詞"	"うち"
"助詞"	"に"
"名詞"	"おれ"
"助詞"	"も"
"動詞"	"はいる"
"動詞"	"てる"
"助動詞"	"だ"
"名詞"	"迷惑"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"に"
"助詞"	"は"
"名詞"	"青嶋"
"助詞"	"で"
"名詞"	"たくさん"
"助動詞"	"だ"
"記号"	"。"
"連体詞"	"あの"
"名詞"	"岩の上"
"助詞"	"に"
"記号"	"、"
"副詞"	"どう"
"助動詞"	"です"
"記号"	"、"
"名詞"	"ラフハエル"
"助詞"	"の"
"名詞"	"マドンナ"
"助詞"	"を"
"動詞"	"置く"
"助詞"	"ちゃ"
"記号"	"。"
"形容詞"	"いい"
"名詞"	"画"
"助詞"	"が"
"動詞"	"出来る"
"助動詞"	"ます"
"助詞"	"ぜ"
"助詞"	"と"
"名詞"	"野"
"助動詞"	"だ"
"助詞"	"が"
"動詞"	"云う"
"助詞"	"と"
"記号"	"、"
"名詞"	"マドンナ"
"助詞"	"の"
"名詞"	"話"
"助詞"	"は"
"動詞"	"よす"
"助動詞"	"う"
"助詞"	"じゃ"
"助動詞"	"ない"
"助詞"	"か"
"名詞"	"ホホホホ"
"助詞"	"と"
"名詞"	"赤シャツ"
"助詞"	"が"
"名詞"	"気味"
"助詞"	"の"
"接頭詞"	"悪"
"名詞"	"るい"
"動詞"	"笑う"
"名詞"	"方"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"名詞"	"なに"
"名詞"	"誰"
"助詞"	"も"
"動詞"	"居る"
"助動詞"	"ない"
"助詞"	"から"
"名詞"	"大丈夫"
"助動詞"	"です"
"助詞"	"と"
"記号"	"、"
"副詞"	"ちょっと"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"方"
"助詞"	"を"
"動詞"	"見る"
"助動詞"	"た"
"助詞"	"が"
"記号"	"、"
"副詞"	"わざと"
"名詞"	"顔"
"助詞"	"を"
"動詞"	"そむける"
"助詞"	"て"
"副詞"	"にやにや"
"助詞"	"と"
"動詞"	"笑う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"副詞"	"何だか"
"名詞"	"やな"
"名詞"	"心持ち"
"助詞"	"が"
"動詞"	"する"
"助動詞"	"た"
"記号"	"。"
"名詞"	"マドンナ"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"が"
"記号"	"、"
"接頭詞"	"小"
"名詞"	"旦那"
"助動詞"	"だ"
