"parts"	"mor"
"動詞"	"極まる"
"動詞"	"てる"
"記号"	"。"
"名詞"	"弱虫"
"助詞"	"は"
"名詞"	"親切"
"助動詞"	"だ"
"名詞"	"もの"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"連体詞"	"あの"
"名詞"	"赤シャツ"
"助詞"	"も"
"名詞"	"女"
"助詞"	"の"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"親切"
"助詞"	"も"
"助詞"	"の"
"名詞"	"なんだろう"
"記号"	"。"
"名詞"	"親切"
"助詞"	"は"
"名詞"	"親切"
"記号"	"、"
"名詞"	"声"
"助詞"	"は"
"名詞"	"声"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"声"
"助詞"	"が"
"動詞"	"気に入る"
"助動詞"	"ない"
"助詞"	"って"
"記号"	"、"
"名詞"	"親切"
"助詞"	"を"
"名詞"	"無"
"助詞"	"に"
"動詞"	"する"
"助詞"	"ちゃ"
"名詞"	"筋"
"助詞"	"が"
"動詞"	"違う"
"記号"	"。"
"接続詞"	"それにしても"
"名詞"	"世の中"
"助詞"	"は"
"名詞"	"不思議"
"助動詞"	"だ"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"虫"
"助詞"	"の"
"動詞"	"好く"
"助動詞"	"ない"
"名詞"	"奴"
"助詞"	"が"
"名詞"	"親切"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"気"
"助詞"	"の"
"動詞"	"ある"
"助動詞"	"た"
"名詞"	"友達"
"助詞"	"が"
"名詞"	"悪漢"
"助動詞"	"だ"
"助詞"	"なんて"
"記号"	"、"
"名詞"	"人"
"助詞"	"を"
"名詞"	"馬鹿"
"助詞"	"に"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"大方"
"名詞"	"田舎"
"助動詞"	"だ"
"助詞"	"から"
"名詞"	"万事"
"名詞"	"東京"
"助詞"	"の"
"副詞"	"さ"
"助詞"	"か"
"助詞"	"に"
"動詞"	"行く"
"名詞"	"ん"
"助動詞"	"だ"
"助動詞"	"う"
"記号"	"。"
"名詞"	"物騒"
"助動詞"	"だ"
"名詞"	"所"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"今"
"助詞"	"に"
"名詞"	"火事"
"助詞"	"が"
"動詞"	"氷る"
"助詞"	"て"
"記号"	"、"
"名詞"	"石"
"助詞"	"が"
"名詞"	"豆腐"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"かも"
"動詞"	"知れる"
"助動詞"	"ない"
"記号"	"。"
"接続詞"	"しかし"
"記号"	"、"
"連体詞"	"あの"
"名詞"	"山嵐"
"助詞"	"が"
"名詞"	"生徒"
"助詞"	"を"
"名詞"	"煽動"
"動詞"	"する"
"助詞"	"なんて"
"記号"	"、"
"名詞"	"いたずら"
"助詞"	"を"
"動詞"	"する"
"名詞"	"そう"
"助詞"	"も"
"形容詞"	"ない"
"助詞"	"が"
"助詞"	"な"
"記号"	"。"
"名詞"	"一番"
"名詞"	"人望"
"助詞"	"の"
"動詞"	"ある"
"名詞"	"教師"
"助動詞"	"だ"
"助詞"	"と"
"動詞"	"云う"
"助詞"	"から"
"記号"	"、"
"名詞"	"野郎"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"名詞"	"大抵"
"助詞"	"の"
"名詞"	"事"
"助詞"	"は"
"動詞"	"出来る"
"助詞"	"かも"
"動詞"	"知れる"
"助動詞"	"ない"
"助詞"	"が"
"記号"	"、"
"記号"	"――"
"副詞"	"第一"
"連体詞"	"そんな"
"名詞"	"廻り"
"形容詞"	"くどい"
"名詞"	"事"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"ない"
"助詞"	"で"
"助詞"	"も"
"記号"	"、"
"副詞"	"じかに"
"名詞"	"おれ"
"助詞"	"を"
"動詞"	"捕まえる"
"助詞"	"て"
"名詞"	"喧嘩"
"助詞"	"を"
"動詞"	"吹く"
"動詞"	"懸ける"
"名詞"	"手数"
"助詞"	"が"
"動詞"	"省ける"
"名詞"	"訳"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"が"
"名詞"	"邪魔"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"だ"
"記号"	"、"
"接続詞"	"実は"
"名詞"	"これ"
"名詞"	"これ"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"邪魔"
"助動詞"	"だ"
"助詞"	"から"
"名詞"	"辞職"
"動詞"	"する"
"助詞"	"て"
"動詞"	"くれる"
"助詞"	"と"
"名詞"	"云"
"助詞"	"や"
"記号"	"、"
"形容詞"	"よい"
"名詞"	"さ"
"名詞"	"そう"
"助動詞"	"だ"
"名詞"	"もん"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"物は相談"
"名詞"	"ずく"
"助詞"	"で"
"副詞"	"どう"
"助動詞"	"だ"
"助詞"	"も"
"動詞"	"なる"
"記号"	"。"
"名詞"	"向う"
"助詞"	"の"
"動詞"	"云う"
"名詞"	"条"
"助詞"	"が"
"副詞"	"もっとも"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"明日"
"助詞"	"に"
"助詞"	"でも"
"名詞"	"辞職"
"動詞"	"する"
"助詞"	"て"
"動詞"	"やる"
"記号"	"。"
"名詞"	"ここ"
"助詞"	"ばかり"
"名詞"	"米"
"助詞"	"が"
"動詞"	"出来る"
"名詞"	"訳"
"助動詞"	"だ"
"助詞"	"も"
"助動詞"	"ある"
"助動詞"	"まい"
"記号"	"。"
"名詞"	"どこ"
"助詞"	"の"
"名詞"	"果"
"助詞"	"へ"
"動詞"	"行く"
"助詞"	"たって"
"記号"	"、"
"助詞"	"の"
"名詞"	"たれ"
"名詞"	"死"
"助詞"	"は"
"動詞"	"する"
"助動詞"	"ない"
"名詞"	"つもり"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"山嵐"
"助詞"	"も"
"副詞"	"よっぽど"
"動詞"	"話せる"
"助動詞"	"ない"
"名詞"	"奴"
"助動詞"	"だ"
"助詞"	"な"
"記号"	"。"
"名詞"	"ここ"
"助詞"	"へ"
"動詞"	"来る"
"助動詞"	"た"
"名詞"	"時"
"接頭詞"	"第"
"名詞"	"一番"
"助詞"	"に"
"名詞"	"氷水"
"助詞"	"を"
"動詞"	"奢る"
"助動詞"	"た"
"名詞"	"の"
"助詞"	"は"
"名詞"	"山嵐"
"助動詞"	"だ"
"記号"	"。"
"連体詞"	"そんな"
"名詞"	"裏表"
"助詞"	"の"
"動詞"	"ある"
"名詞"	"奴"
"助詞"	"から"
"記号"	"、"
"名詞"	"氷水"
"助詞"	"でも"
"動詞"	"奢る"
"助詞"	"て"
"動詞"	"もらう"
"助詞"	"ちゃ"
"記号"	"、"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"顔"
"助詞"	"に"
"動詞"	"関わる"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"副詞"	"たった"
"名詞"	"一杯"
"助詞"	"しか"
"動詞"	"飲む"
"助動詞"	"ない"
"助動詞"	"た"
"助詞"	"から"
"名詞"	"一銭五厘"
"助詞"	"しか"
"動詞"	"払わす"
"助詞"	"ちゃ"
"形容詞"	"ない"
"記号"	"。"
"接続詞"	"しかし"
"名詞"	"一"
"名詞"	"銭"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"が"
"名詞"	"五"
"名詞"	"厘"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"が"
"記号"	"、"
"名詞"	"詐欺師"
"助詞"	"の"
"名詞"	"恩"
"助詞"	"に"
"動詞"	"なる"
"助詞"	"て"
"助詞"	"は"
"記号"	"、"
"動詞"	"死ぬ"
"助詞"	"まで"
"名詞"	"心持ち"
"助詞"	"が"
"形容詞"	"よい"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"あした"
"名詞"	"学校"
"助詞"	"へ"
"動詞"	"行く"
"助動詞"	"た"
"記号"	"、"
"名詞"	"一銭五厘"
"動詞"	"返す"
"助詞"	"て"
"動詞"	"おく"
"助動詞"	"う"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"形容詞"	"清い"
"名詞"	"三"
"名詞"	"円"
"動詞"	"借りる"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"連体詞"	"その"
"名詞"	"三"
"名詞"	"円"
"助詞"	"は"
"名詞"	"五"
"名詞"	"年"
"動詞"	"経つ"
"助動詞"	"た"
"名詞"	"今日"
"助詞"	"まで"
"副詞"	"まだ"
"動詞"	"返す"
"助動詞"	"ない"
"記号"	"。"
"動詞"	"返せる"
"助動詞"	"ない"
"名詞"	"ん"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"。"
"動詞"	"返す"
"助動詞"	"ない"
"名詞"	"ん"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"清"
"助詞"	"は"
"名詞"	"今"
"助詞"	"に"
"動詞"	"返す"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"など"
"助詞"	"と"
"記号"	"、"
"名詞"	"仮初め"
"助詞"	"に"
"助詞"	"も"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"懐中"
"助詞"	"を"
"名詞"	"あて"
"助詞"	"に"
"動詞"	"する"
"助詞"	"て"
"助詞"	"は"
"動詞"	"いる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"も"
"名詞"	"今"
"助詞"	"に"
"動詞"	"返す"
"助動詞"	"う"
"助詞"	"など"
"助詞"	"と"
"名詞"	"他"
"形容詞"	"人がましい"
"名詞"	"義理立て"
"助詞"	"は"
"動詞"	"する"
"助動詞"	"ない"
"名詞"	"つもり"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"こっち"
"助詞"	"が"
"連体詞"	"こんな"
"名詞"	"心配"
"助詞"	"を"
"動詞"	"する"
"助詞"	"ば"
"動詞"	"する"
"助詞"	"ほど"
"名詞"	"清"
"助詞"	"の"
"名詞"	"心"
"助詞"	"を"
"動詞"	"疑る"
"名詞"	"ぐる"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"、"
"名詞"	"清"
"助詞"	"の"
"形容詞"	"美しい"
"名詞"	"心"
"助詞"	"に"
"名詞"	"けち"
"助詞"	"を"
"動詞"	"付ける"
"助詞"	"と"
"連体詞"	"同じ"
"名詞"	"事"
"助詞"	"に"
"動詞"	"なる"
"記号"	"。"
"動詞"	"返す"
"助動詞"	"ない"
"名詞"	"の"
"助詞"	"は"
"名詞"	"清"
"助詞"	"を"
"動詞"	"踏みつける"
"名詞"	"の"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"、"
"名詞"	"清"
"助詞"	"を"
"名詞"	"おれ"
"助詞"	"の"
"接頭詞"	"片"
"名詞"	"破れ"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"から"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"清"
"助詞"	"と"
"名詞"	"山嵐"
"助詞"	"と"
"名詞"	"歯元"
"助詞"	"より"
"名詞"	"比べ物"
"助詞"	"に"
"動詞"	"なる"
"助動詞"	"ない"
"助詞"	"が"
"記号"	"、"
"副詞"	"たとい"
"名詞"	"氷水"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"が"
"記号"	"、"
"名詞"	"甘茶"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"が"
"記号"	"、"
"名詞"	"他人"
"助詞"	"から"
"名詞"	"恵"
"助詞"	"を"
"動詞"	"受ける"
"助詞"	"て"
"記号"	"、"
"動詞"	"だまる"
"助詞"	"て"
"動詞"	"いる"
"名詞"	"の"
"助詞"	"は"
"名詞"	"向う"
"助詞"	"を"
"名詞"	"ひと"
"助詞"	"か"
"連体詞"	"どの"
"名詞"	"人間"
"助詞"	"と"
"動詞"	"見立てる"
"助詞"	"て"
"記号"	"、"
"連体詞"	"その"
"名詞"	"人間"
"助詞"	"に対する"
"名詞"	"厚意"
"助詞"	"の"
"名詞"	"所作"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"割前"
"助詞"	"を"
"動詞"	"出す"
"助詞"	"ば"
"副詞"	"それだけ"
"助詞"	"の"
"名詞"	"事"
"助詞"	"で"
"動詞"	"済む"
"名詞"	"ところ"
"助詞"	"を"
"記号"	"、"
"名詞"	"心"
"助詞"	"の"
"名詞"	"うち"
"助詞"	"で"
"接頭詞"	"難"
"名詞"	"有意"
"助詞"	"と"
"名詞"	"恩"
"助詞"	"に"
"動詞"	"着る"
"名詞"	"の"
"助詞"	"は"
"名詞"	"銭金"
"助詞"	"で"
"動詞"	"買える"
"名詞"	"返礼"
"助詞"	"じゃ"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"無位無冠"
"助詞"	"で"
"助詞"	"も"
"名詞"	"一人前"
"助詞"	"の"
"名詞"	"独立"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"人間"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"独立"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"人間"
"助詞"	"が"
"名詞"	"頭"
"助詞"	"を"
"動詞"	"下げる"
"名詞"	"の"
"助詞"	"は"
"名詞"	"百万両"
"助詞"	"より"
"名詞"	"尊"
"名詞"	"とい"
"名詞"	"お礼"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"ない"
"助詞"	"ば"
"動詞"	"なる"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"これ"
"助詞"	"でも"
"名詞"	"山嵐"
"助詞"	"に"
"名詞"	"一銭五厘"
"名詞"	"奮発"
"動詞"	"する"
"動詞"	"せる"
"助詞"	"て"
"記号"	"、"
"名詞"	"百万両"
"助詞"	"より"
"名詞"	"尊"
"名詞"	"とい"
"名詞"	"返礼"
"助詞"	"を"
"動詞"	"する"
"助動詞"	"た"
"名詞"	"気"
"助詞"	"で"
"動詞"	"いる"
"記号"	"。"
"名詞"	"山嵐"
"助詞"	"は"
"接頭詞"	"難"
"名詞"	"有意"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"動詞"	"しかる"
"助動詞"	"べし"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"それ"
"助詞"	"に"
"名詞"	"裏"
"助詞"	"へ"
"動詞"	"廻る"
"助詞"	"て"
"名詞"	"卑劣"
"助動詞"	"だ"
"名詞"	"振舞"
"助詞"	"を"
"動詞"	"する"
"助詞"	"と"
"助詞"	"は"
"形容詞"	"怪しい"
"名詞"	"ん"
"名詞"	"野郎"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"あした"
"動詞"	"行う"
"助詞"	"て"
"名詞"	"一銭五厘"
"動詞"	"返す"
"助詞"	"て"
"動詞"	"しまう"
"助詞"	"ば"
"名詞"	"借り"
"助詞"	"も"
"名詞"	"貸し"
"助詞"	"も"
"形容詞"	"ない"
"記号"	"。"
"副詞"	"そう"
"動詞"	"する"
"助詞"	"て"
"動詞"	"おく"
"助詞"	"て"
"名詞"	"喧嘩"
"助詞"	"を"
"動詞"	"してやる"
"助動詞"	"う"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"ここ"
"助詞"	"まで"
"動詞"	"考える"
"助動詞"	"た"
"記号"	"、"
"形容詞"	"眠い"
"動詞"	"なる"
"助動詞"	"た"
"助詞"	"から"
"副詞"	"ぐうぐう"
"動詞"	"寝る"
"助詞"	"て"
"動詞"	"しまう"
"助動詞"	"た"
"記号"	"。"
"名詞"	"あくる日"
"助詞"	"は"
"動詞"	"思う"
"名詞"	"仔細"
"助詞"	"が"
"動詞"	"ある"
"助詞"	"から"
"記号"	"、"
"名詞"	"例刻"
"助詞"	"より"
"形容詞"	"早い"
"名詞"	"ヤ"
"名詞"	"目"
"助詞"	"に"
"動詞"	"出る"
"名詞"	"校"
"動詞"	"する"
"助詞"	"て"
"名詞"	"山嵐"
"助詞"	"を"
"動詞"	"待ち受ける"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"ところが"
"副詞"	"なかなか"
"動詞"	"出る"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"ない"
"記号"	"。"
"名詞"	"うらなり"
"助詞"	"が"
"動詞"	"出る"
"助詞"	"て"
"動詞"	"来る"
"記号"	"。"
"名詞"	"漢学"
"助詞"	"の"
"名詞"	"先生"
"助詞"	"が"
"動詞"	"出る"
"助詞"	"て"
"動詞"	"来る"
"記号"	"。"
"名詞"	"野"
"助動詞"	"だ"
"助詞"	"が"
"動詞"	"出る"
"助詞"	"て"
"動詞"	"来る"
"記号"	"。"
"副詞"	"しまいに"
"助詞"	"は"
"名詞"	"赤シャツ"
"助詞"	"まで"
"動詞"	"出る"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"助詞"	"が"
"名詞"	"山嵐"
"助詞"	"の"
"名詞"	"机"
"助詞"	"の"
"名詞"	"上"
"助詞"	"は"
"名詞"	"白墨"
"助詞"	"が"
"名詞"	"一本"
"名詞"	"竪"
"助詞"	"に"
"動詞"	"寝る"
"助詞"	"て"
"動詞"	"いる"
"助詞"	"だけ"
"助詞"	"で"
"名詞"	"閑静"
"助動詞"	"だ"
"名詞"	"もの"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"記号"	"、"
"名詞"	"控"
"名詞"	"所"
"助詞"	"へ"
"名詞"	"配流"
"助詞"	"や"
"名詞"	"否や"
"動詞"	"返す"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"思う"
"助詞"	"て"
"記号"	"、"
"名詞"	"うち"
"助詞"	"を"
"動詞"	"出る"
"名詞"	"時"
"助詞"	"から"
"記号"	"、"
"名詞"	"湯銭"
"助詞"	"の"
"名詞"	"よう"
"助詞"	"に"
"名詞"	"手の平"
"助詞"	"へ"
"動詞"	"入れる"
"助詞"	"て"
"名詞"	"一銭五厘"
"記号"	"、"
"名詞"	"学校"
"助詞"	"まで"
"動詞"	"握る"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"記号"	"。"
"名詞"	"おれ"
"助詞"	"は"
"名詞"	"膏"
"動詞"	"く"
"名詞"	"手"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"動詞"	"開ける"
"助詞"	"て"
"動詞"	"みる"
"助詞"	"と"
"名詞"	"一銭五厘"
"助詞"	"が"
"名詞"	"汗"
"助詞"	"を"
"動詞"	"かく"
"助詞"	"て"
"動詞"	"いる"
"記号"	"。"
"名詞"	"汗"
"助詞"	"を"
"動詞"	"かう"
"動詞"	"てる"
"名詞"	"銭"
"助詞"	"を"
"動詞"	"返す"
"助詞"	"ちゃ"
"記号"	"、"
"名詞"	"山嵐"
"助詞"	"が"
"副詞"	"何とか"
"動詞"	"云う"
"助動詞"	"だ"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"名詞"	"机"
"助詞"	"の"
"名詞"	"上"
"助詞"	"へ"
"動詞"	"置く"
"助詞"	"て"
"副詞"	"ふうふう"
"動詞"	"吹く"
"助詞"	"て"
"副詞"	"また"
"動詞"	"握る"
"助動詞"	"た"
"記号"	"。"
"名詞"	"ところ"
"助詞"	"へ"
"名詞"	"赤シャツ"
"助詞"	"が"
"動詞"	"来る"
"助詞"	"て"
"名詞"	"昨日"
"助詞"	"は"
"名詞"	"失敬"
"記号"	"、"
"名詞"	"迷惑"
"助動詞"	"です"
"助動詞"	"た"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"名詞"	"迷惑"
"助詞"	"じゃ"
"名詞"	"有馬線"
"記号"	"、"
"名詞"	"お蔭"
"助詞"	"で"
"名詞"	"腹"
"助詞"	"が"
"動詞"	"減る"
"助動詞"	"ます"
"助動詞"	"た"
"助詞"	"と"
"動詞"	"答える"
"助動詞"	"た"
"記号"	"。"
"接続詞"	"すると"
"名詞"	"赤シャツ"
"助詞"	"は"
"名詞"	"山嵐"
"助詞"	"の"
"名詞"	"机"
"助詞"	"の"
"名詞"	"上"
"助詞"	"へ"
"名詞"	"肱"
"助詞"	"を"
"動詞"	"突く"
"助詞"	"て"
"記号"	"、"
"連体詞"	"あの"
"名詞"	"盤台"
"名詞"	"面"
"助詞"	"を"
"名詞"	"おれ"
"助詞"	"の"
"名詞"	"鼻"
"助詞"	"の"
"名詞"	"側面"
"助詞"	"へ"
"動詞"	"持つ"
"助詞"	"て"
"動詞"	"来る"
"助動詞"	"た"
"助詞"	"から"
"記号"	"、"
"名詞"	"何"
"助詞"	"を"
"動詞"	"する"
"助詞"	"か"
"助詞"	"と"
"動詞"	"思う"
"助動詞"	"た"
"記号"	"、"
"名詞"	"君"
"名詞"	"昨日"
"動詞"	"返る"
"名詞"	"がけ"
"助詞"	"に"
"名詞"	"船"
"助詞"	"の"
"名詞"	"中"
"助詞"	"で"
"動詞"	"話す"
"助動詞"	"た"
"名詞"	"事"
"助詞"	"は"
"記号"	"、"
"名詞"	"秘密"
"助詞"	"に"
"動詞"	"する"
"助詞"	"て"
"動詞"	"くれる"
"名詞"	"たまえ"
"記号"	"。"
"副詞"	"まだ"
"名詞"	"誰"
"助詞"	"に"
"助詞"	"も"
"動詞"	"話す"
"助動詞"	"やす"
"助動詞"	"ます"
"助動詞"	"まい"
"助詞"	"ね"
"助詞"	"と"
"動詞"	"云う"
"助動詞"	"た"
"記号"	"。"
"名詞"	"女"
"助詞"	"の"
"名詞"	"よう"
"助動詞"	"だ"
"名詞"	"声"
"助詞"	"を"
"動詞"	"出す"
"助詞"	"だけ"
"助詞"	"に"
"名詞"	"心配"
"名詞"	"性"
"助動詞"	"だ"
"名詞"	"男"
"助詞"	"と"
"動詞"	"見える"
"記号"	"。"
"動詞"	"話す"
"助動詞"	"ない"
"名詞"	"事"
"助詞"	"は"
"名詞"	"たしか"
"助動詞"	"だ"
"助動詞"	"ある"
"記号"	"。"
"接続詞"	"しかし"
"副詞"	"これから"
"動詞"	"話す"
"助動詞"	"う"
"助詞"	"と"
"動詞"	"云う"
"名詞"	"心持ち"
"助詞"	"で"
"記号"	"、"
"副詞"	"すでに"
"名詞"	"一銭五厘"
"名詞"	"手の平"
"助詞"	"に"
"名詞"	"用意"
"動詞"	"する"
"助詞"	"て"
"動詞"	"いる"
"助詞"	"くらい"
"助動詞"	"だ"
"助詞"	"から"
"記号"	"、"
"名詞"	"ここ"
"助詞"	"で"
"名詞"	"赤シャツ"
"助詞"	"から"
"名詞"	"口"
"名詞"	"留め"
"助詞"	"を"
"動詞"	"する"
"動詞"	"れる"
"助詞"	"ちゃ"
"記号"	"、"
"副詞"	"ちと"
"動詞"	"困る"
"記号"	"。"
"名詞"	"赤シャツ"
"助詞"	"も"
"名詞"	"赤シャツ"
"助動詞"	"だ"
"記号"	"。"
"名詞"	"山嵐"
"助詞"	"と"
"名詞"	"名"
"助詞"	"を"
"動詞"	"指す"
"助動詞"	"ない"
"助詞"	"に"
"動詞"	"する"
"記号"	"、"
"名詞"	"あれ"
"助詞"	"ほど"
"名詞"	"推察"
"助詞"	"の"
"動詞"	"出来る"
"名詞"	"謎"
"助詞"	"を"
"動詞"	"かける"
"助詞"	"て"
"動詞"	"おく"
"助詞"	"ながら"
"記号"	"、"
